File,Label,Reference,Date,Week,Year,Location,Microcystin,DOC,TKP,TKN,NH3,Nox,NO2,Cl,pH,rRNA_16S,Microcystis,Aanabaena,Planktothrix
,11-21940001,21940001,7/28/2020,11,2020,Brushy Creek Beach,0,,,3.47,0.219,1.152,,17.296,8.31,2064290,3584441,0,58292
,12-21940001,21940001,8/4/2020,12,2020,Brushy Creek Beach,0.228,,,5.954,0.27,1.988,,16.904,8.56,8183315,1980573,0,0
,13-21940001,21940001,8/11/2020,13,2020,Brushy Creek Beach,0.115,,,4.002,0.11,1.366,,17.949,8.51,2247145,570062,0,0
,14-21940001,21940001,8/17/2020,14,2020,Brushy Creek Beach,0.395,,,3.163,0.153,1.203,,16.211,8.8,4553775,0,0,0
,15-21940001,21940001,8/24/2020,15,2020,Brushy Creek Beach,0.278,,,5.127,0.138,1.17,,16.721,8.89,1701740,0,0,0
,16-21940001,21940001,8/31/2020,16,2020,Brushy Creek Beach,0.087,,,3.877,0.195,2.125,,21.77,8.69,3248461,0,0,0
,1-21170001,21170001,5/20/2020,1,2020,Clear Lake Beach,0.43,,,8.11,0.199,1.986,,12.436,8.43,3365208,33526,0,0
,2-21170001,21170001,5/27/2020,2,2020,Clear Lake Beach,0.827,,,7.394,0.097,0.887,,12.757,8.34,14332415,40573,0,0
,3-21170001,21170001,6/3/2020,3,2020,Clear Lake Beach,0.038,,,6.728,0.056,0.727,,12.828,8.14,2978195,16195,0,0
,4-21170001,21170001,6/10/2020,4,2020,Clear Lake Beach,0.455,,,6.876,0.23,1.227,,12.354,8.31,4207174,0,0,0
,5-21170001,21170001,6/17/2020,5,2020,Clear Lake Beach,0.658,,,6.789,0.21,0.936,,13.511,8.32,2467258,21525,0,5756
,6-21170001,21170001,6/24/2020,6,2020,Clear Lake Beach,0.612,,,6.943,0.169,0.856,,12.163,8.52,6752267,181667,0,0
,7-21170001,21170001,6/30/2020,7,2020,Clear Lake Beach,0.485,,,6.399,0.242,0.815,,11.891,8.06,1869889,63697,0,0
,8-21170001,21170001,7/8/2020,8,2020,Clear Lake Beach,0.285,,,6.593,0.098,0.955,,12.53,8.11,5331447,202103,0,0
,9-21170001,21170001,7/14/2020,9,2020,Clear Lake Beach,0.895,,,6.278,0.26,0.967,,13.281,8.1,8352757,445811,0,0
,10-21170001,21170001,7/22/2020,10,2020,Clear Lake Beach,0.92,,,6.591,0.228,1.32,,12.415,8.42,9481134,301084,0,0
,11-21170001,21170001,7/29/2020,11,2020,Clear Lake Beach,0.808,,,6.175,0.343,0.866,,12.57,,3372133,315446,0,0
,12-21170001,21170001,8/5/2020,12,2020,Clear Lake Beach,0.68,,,4.287,0.235,1.094,,12.944,8.48,21056168,987670,0,0
,13-21170001,21170001,8/12/2020,13,2020,Clear Lake Beach,0.91,,,6.043,0.222,1.006,,13.083,8.41,3280359,446800,0,0
,14-21170001,21170001,8/19/2020,14,2020,Clear Lake Beach,0.697,,,4.751,0.114,1.179,,13.109,8.54,1703453,105512,0,0
,15-21170001,21170001,8/26/2020,15,2020,Clear Lake Beach,1.368,,,4.33,0.079,1.074,,11.861,8.71,1993516,139586,0,0
,16-21170001,21170001,9/2/2020,16,2020,Clear Lake Beach,1.145,,,6.669,0.12,1.637,,8.726,8.91,1452766,78211,0,0
,1-21300005,21300005,5/19/2020,1,2020,Crandall’s Beach,0.19,,,6.207,-0.029,0.547,,14.188,8.42,8539917,0,0,0
,2-21300005,21300005,5/26/2020,2,2020,Crandall’s Beach,0.245,,,6.216,0.029,0.569,,13.32,8.46,7369184,0,0,0
,3-21300005,21300005,6/2/2020,3,2020,Crandall’s Beach,0,,,5.155,0.046,0.644,,13.285,8.5,3241475,0,0,0
,4-21300005,21300005,6/9/2020,4,2020,Crandall’s Beach,0.13,,,5.116,0.298,0.794,,13.609,8.62,2903910,103110,0,0
,5-21300005,21300005,6/16/2020,5,2020,Crandall’s Beach,0.15,,,5.688,0.186,0.854,,13.312,8.61,3658940,14899,0,0
,6-21300005,21300005,6/23/2020,6,2020,Crandall’s Beach,0.213,,,5.723,0.087,0.692,,13.186,8.61,5848962,70137,0,0
,7-21300005,21300005,6/29/2020,7,2020,Crandall’s Beach,0.22,,,6.546,0.721,12.831,,13.654,8.3,11728722,10478,0,0
,8-21300005,21300005,7/7/2020,8,2020,Crandall’s Beach,0.607,,,5.19,0.202,0.765,,13.653,8.71,7804035,68281,0,0
,9-21300005,21300005,7/14/2020,9,2020,Crandall’s Beach,0.685,,,5.081,0.231,0.85,,13.879,8.6,2634355,184965,0,0
,10-21300005,21300005,7/21/2020,10,2020,Crandall’s Beach,0.992,,,5.465,0.238,0.88,,13.739,,3216844,151530,0,0
,11-21300005,21300005,7/28/2020,11,2020,Crandall’s Beach,0.885,,,5.392,0.29,0.729,,13.084,8.25,3477619,105520,0,0
,12-21300005,21300005,8/3/2020,12,2020,Crandall’s Beach,1.288,,,5.383,0.289,1.144,,13.509,8.6,3506103,44189,0,0
,13-21300005,21300005,8/10/2020,13,2020,Crandall’s Beach,2.325,,,5.003,0.093,0.857,,15.064,,1870040,0,0,0
,14-21300005,21300005,8/18/2020,14,2020,Crandall’s Beach,6.535,,,3.712,0.233,0.935,,13.386,,4101651,540068,0,0
,15-21300005,21300005,8/25/2020,15,2020,Crandall’s Beach,4.472,,,3.924,0.121,1.674,,14.842,8.25,2376391,222739,0,0
,16-21300005,21300005,9/2/2020,16,2020,Crandall’s Beach,2.082,,,5.433,0.135,0.859,,14.553,8.7,1511560,146550,0,0
,1-21810001,21810001,5/19/2020,1,2020,Denison Beach,0,,,5.711,0.028,1.346,,20.692,8.35,9273979,0,0,0
,2-21810001,21810001,5/26/2020,2,2020,Denison Beach,0.12,,,2.161,0.122,1.571,,21.891,8.45,8453126,107329,0,0
,3-21810001,21810001,6/2/2020,3,2020,Denison Beach,0,,,4.869,0.065,1.071,,22.843,8.62,10143998,0,0,0
,4-21810001,21810001,6/9/2020,4,2020,Denison Beach,2.878,,,5.538,0.297,1.522,,22.006,8.59,4574559,96733,0,0
,5-21810001,21810001,6/16/2020,5,2020,Denison Beach,0,,,5.428,,,,21.517,8.3,4984906,0,0,0
,6-21810001,21810001,6/23/2020,6,2020,Denison Beach,0.243,,,5.34,0.089,1.34,,22.272,8.5,2832977,6768,0,0
,7-21810001,21810001,6/30/2020,7,2020,Denison Beach,0.105,,,4.637,0.277,1.437,,21.328,8.52,12453653,39940,0,0
,8-21810001,21810001,7/7/2020,8,2020,Denison Beach,0.805,,,5.157,0.232,1.835,,20.701,8.76,2262819,7283,0,0
,9-21810001,21810001,7/15/2020,9,2020,Denison Beach,1.58,,,5.08,0.278,1.741,,22.211,,24555218,206556,0,0
,10-21810001,21810001,7/21/2020,10,2020,Denison Beach,0.07,,,5.404,0.297,1.949,,8.62,8.51,6370614,0,0,0
,11-21810001,21810001,7/28/2020,11,2020,Denison Beach,0.01,,,5.363,0.303,1.786,,23.952,8.59,15528771,0,0,0
,12-21810001,21810001,8/4/2020,12,2020,Denison Beach,0.363,,,4.898,0.204,1.769,,23.641,8.65,6694683,0,0,0
,13-21810001,21810001,8/11/2020,13,2020,Denison Beach,0.185,,,5.47,0.249,1.79,,25.856,8.59,3823191,0,0,0
,15-21810001,21810001,8/26/2020,15,2020,Denison Beach,0.412,,,4.535,0.188,1.904,,23.584,9.93,2524517,0,0,0
,16-21810001,21810001,9/1/2020,16,2020,Denison Beach,0.16,,,5.969,0.229,2.191,,25.833,8.86,5649314,0,0,0
,1-21300004,21300004,5/19/2020,1,2020,Emerson Bay Beach,0.095,,,6.474,-0.004,0.507,,22.859,8.49,10409928,0,0,0
,2-21300004,21300004,5/26/2020,2,2020,Emerson Bay Beach,0.01,,,5.742,0.049,0.547,,23.133,8.47,6859270,0,0,0
,3-21300004,21300004,6/2/2020,3,2020,Emerson Bay Beach,0,,,5.41,0.139,1.337,,23.51,8.77,3587839,0,0,0
,4-21300004,21300004,6/9/2020,4,2020,Emerson Bay Beach,0,,,5.43,0.437,1.487,,23.139,8.55,3404172,0,0,0
,5-21300004,21300004,6/16/2020,5,2020,Emerson Bay Beach,0,,,5.628,0.166,0.559,,23.226,8.72,2036429,0,0,0
,6-21300004,21300004,6/23/2020,6,2020,Emerson Bay Beach,0.295,,,5.695,0.504,1.684,,23.038,8.57,5796662,0,0,0
,7-21300004,21300004,6/29/2020,7,2020,Emerson Bay Beach,0,,,5.336,0.247,0.676,,22.999,8.3,1906859,0,0,0
,8-21300004,21300004,7/7/2020,8,2020,Emerson Bay Beach,0.213,,,5.065,0.169,0.813,,22.638,8.59,7452217,0,0,0
,9-21300004,21300004,7/14/2020,9,2020,Emerson Bay Beach,0.382,,,5.624,0.167,0.801,,22.879,8.4,11035830,0,0,0
,10-21300004,21300004,7/21/2020,10,2020,Emerson Bay Beach,0.345,,,5.146,0.143,0.736,,14.189,,4132592,0,0,0
,11-21300004,21300004,7/28/2020,11,2020,Emerson Bay Beach,0.023,,,5.29,0.393,3.633,,22.645,8.3,2284001,0,0,0
,12-21300004,21300004,8/3/2020,12,2020,Emerson Bay Beach,0.3,,,5.084,0.191,0.657,,22.497,8.35,2540970,182130,0,0
,13-21300004,21300004,8/10/2020,13,2020,Emerson Bay Beach,0.09,,,4.535,0.108,0.622,,24.658,,1623552,147949,0,0
,14-21300004,21300004,8/18/2020,14,2020,Emerson Bay Beach,0.4,,,4.09,0.179,0.74,,22.961,,2312831,20091,0,0
,15-21300004,21300004,8/25/2020,15,2020,Emerson Bay Beach,0.373,,,4.153,0.045,0.615,,22.437,8.44,1960905,0,0,0
,16-21300004,21300004,9/2/2020,16,2020,Emerson Bay Beach,0.138,,,4.987,0.088,0.624,,23.551,8.6,1214667,0,0,0
,1-21070001,21070001,5/19/2020,1,2020,George Wyth Beach,0.468,,,5.859,0.111,0.975,,46.498,8.54,7284282,0,0,0
,4-21070001,21070001,6/9/2020,4,2020,George Wyth Beach,0.248,,,5.416,0.31,1.036,,47.227,8.68,1942220,0,0,0
,5-21070001,21070001,6/16/2020,5,2020,George Wyth Beach,0.255,,,5.375,0.14,1.298,,46.495,8.65,2377087,0,0,8485
,6-21070001,21070001,6/23/2020,6,2020,George Wyth Beach,0.637,,,5.139,0.043,1.078,,43.325,8.23,0,0,0,6832
,7-21070001,21070001,6/30/2020,7,2020,George Wyth Beach,0,,,5.069,0.256,1.162,,42.446,8.89,1797048,25782,0,0
,8-21070001,21070001,7/6/2020,8,2020,George Wyth Beach,8.43,,,6.284,0.281,2.07,,43.404,8.93,7644553,347250,0,240543
,9-21070001,21070001,7/13/2020,9,2020,George Wyth Beach,1.87,,,4.439,0.236,1.619,,39.808,9.06,1653142,100199,0,214767
,10-21070001,21070001,7/21/2020,10,2020,George Wyth Beach,0.788,,,3.989,0.253,1.428,,39.669,8.87,13590535,27233,0,153238
,11-21070001,21070001,7/28/2020,11,2020,George Wyth Beach,0.68,,,4.738,0.14,1.432,,40.909,8.73,1540907,0,0,155677
,12-21070001,21070001,8/4/2020,12,2020,George Wyth Beach,1.148,,,4.243,0.145,1.596,,40.977,8.56,5928641,148113,0,0
,13-21070001,21070001,8/11/2020,13,2020,George Wyth Beach,0.282,,,4.018,0.198,1.239,,42.556,7.9,7357735,373976,0,0
,14-21070001,21070001,8/17/2020,14,2020,George Wyth Beach,0.555,,,3.1,0.128,1.126,,43.178,8.52,9314629,743295,0,0
,15-21070001,21070001,8/25/2020,15,2020,George Wyth Beach,0.403,,,2.999,0.14,1.139,,42.453,8.68,0,0,0,0
,16-21070001,21070001,9/1/2020,16,2020,George Wyth Beach,0.248,,,3.868,0.172,1.202,,44.296,8.2,2810773,0,0,0
,1-21880001,21880001,5/19/2020,1,2020,Green Valley Beach,0.105,,,6.634,0.071,0.692,,8.431,8.7,17827673,19925,0,0
,2-21880001,21880001,5/26/2020,2,2020,Green Valley Beach,4.06,,,6.933,0.098,1.11,,7.711,8.7,7164421,342673,0,0
,3-21880001,21880001,6/2/2020,3,2020,Green Valley Beach,0.72,,,5.832,0.145,1.21,,8.533,8.35,16747342,132632,0,0
,4-21880001,21880001,6/9/2020,4,2020,Green Valley Beach,1.102,,,6.023,0.232,1.599,,8.343,8.78,3340559,63152,0,0
,5-21880001,21880001,6/16/2020,5,2020,Green Valley Beach,0.913,,,6.421,0.314,1.663,,8.873,8.26,5115320,123757,0,0
,6-21880001,21880001,6/23/2020,6,2020,Green Valley Beach,3.08,,,6.371,0.378,1.314,,8.881,8.45,3902882,240516,0,0
,7-21880001,21880001,6/29/2020,7,2020,Green Valley Beach,3.225,,,5.705,0.49,1.367,,8.338,8.45,9000305,1044396,0,0
,8-21880001,21880001,7/7/2020,8,2020,Green Valley Beach,7.44,,,6.811,0.415,2.568,,7.945,9.71,3112103,150669,0,0
,9-21880001,21880001,7/13/2020,9,2020,Green Valley Beach,4.26,,,6.777,0.391,2.154,,8.946,,29816278,510444,0,0
,10-21880001,21880001,7/21/2020,10,2020,Green Valley Beach,3.133,,,6.781,0.489,1.911,,16.176,8.83,5098689,575240,0,0
,11-21880001,21880001,7/28/2020,11,2020,Green Valley Beach,3.83,,,6.118,0.648,2.144,,9.703,,4526254,0,0,176721
,12-21880001,21880001,8/5/2020,12,2020,Green Valley Beach,2.743,,,5.51,0.442,1.875,,8.691,8.74,7995027,117661,0,146298
,13-21880001,21880001,8/11/2020,13,2020,Green Valley Beach,1.87,,,6.124,0.451,1.405,,9.807,8.97,5413419,0,0,333500
,14-21880001,21880001,8/19/2020,14,2020,Green Valley Beach,0.79,,,3.867,0.491,1.993,,8.094,9.52,4087950,55131,0,0
,15-21880001,21880001,8/24/2020,15,2020,Green Valley Beach,0.965,,,4.044,0.385,1.888,,8.856,9.47,8159751,30985,0,0
,16-21880001,21880001,9/2/2020,16,2020,Green Valley Beach,0.38,,,7.456,0.598,2.948,,8.162,9.31,3488203,38760,0,0
,1-21300001,21300001,5/19/2020,1,2020,Gull Point Beach,0.12,,,8.542,0.081,0.617,,21.082,8.5,1990928,0,0,0
,2-21300001,21300001,5/26/2020,2,2020,Gull Point Beach,0.18,,,8.398,0.237,0.796,,19.807,7.98,5736282,0,0,0
,3-21300001,21300001,6/2/2020,3,2020,Gull Point Beach,0,,,5.578,0.122,1.334,,22.348,8.68,6627660,0,0,0
,4-21300001,21300001,6/9/2020,4,2020,Gull Point Beach,0.317,,,5.276,0.174,0.981,,22.348,8.62,2225971,20448,0,0
,5-21300001,21300001,6/16/2020,5,2020,Gull Point Beach,0,,,5.244,0.229,0.708,,22.581,8.63,1543303,0,0,0
,6-21300001,21300001,6/23/2020,6,2020,Gull Point Beach,0.177,,,6.132,0.156,0.599,,22.225,8.43,1261521,0,0,0
,7-21300001,21300001,6/29/2020,7,2020,Gull Point Beach,0.043,,,5.105,0.111,0.529,,22.3,8.3,4686316,0,0,0
,8-21300001,21300001,7/7/2020,8,2020,Gull Point Beach,0.407,,,4.976,0.431,2.979,,22.644,8.59,3781386,4885,0,0
,9-21300001,21300001,7/14/2020,9,2020,Gull Point Beach,0.462,,,5.328,0.108,0.575,,22.603,8.2,6698697,27509,0,0
,10-21300001,21300001,7/21/2020,10,2020,Gull Point Beach,0.32,,,4.875,0.133,0.732,,22.377,,1998382,0,0,0
,11-21300001,21300001,7/28/2020,11,2020,Gull Point Beach,0.582,,,5.116,0.161,0.62,,22.683,8.3,3741135,0,0,0
,12-21300001,21300001,8/3/2020,12,2020,Gull Point Beach,0.295,,,2.049,0.622,0.603,,22.655,8.29,2729316,0,0,0
,13-21300001,21300001,8/10/2020,13,2020,Gull Point Beach,0.072,,,4.811,0.088,0.523,,23.961,,2324153,0,0,0
,14-21300001,21300001,8/18/2020,14,2020,Gull Point Beach,0.428,,,4.176,0.124,0.751,,22.887,,976847,16770,0,0
,15-21300001,21300001,8/25/2020,15,2020,Gull Point Beach,0.257,,,3.954,0.201,0.568,,21.999,8.2,1840475,0,0,0
,16-21300001,21300001,9/2/2020,16,2020,Gull Point Beach,0.078,,,5.063,0.188,0.629,,21.732,8.47,1648023,0,0,0
,1-21040001,21040001,5/18/2020,1,2020,Honey Creek Resort Beach,2.617,,,7.247,0.068,0.757,,9.518,7.9,1517106,0,0,0
,2-21040001,21040001,5/27/2020,2,2020,Honey Creek Resort Beach,5.293,,,6.119,0.111,0.897,,9.076,8.03,7761944,37112,0,0
,3-21040001,21040001,6/1/2020,3,2020,Honey Creek Resort Beach,2.102,,,5.949,0.147,0.9,,9.649,8.06,3002228,67118,0,0
,4-21040001,21040001,6/8/2020,4,2020,Honey Creek Resort Beach,2.655,,,5.626,1.084,0.954,,9.468,8.58,5735042,0,0,0
,5-21040001,21040001,6/15/2020,5,2020,Honey Creek Resort Beach,1.098,,,5.905,0.198,0.706,,10.011,,1739713,6115,0,0
,6-21040001,21040001,6/22/2020,6,2020,Honey Creek Resort Beach,7.275,,,5.741,0.183,0.889,,9.493,8.43,4388493,34998,0,0
,7-21040001,21040001,6/29/2020,7,2020,Honey Creek Resort Beach,0.88,,,5.727,0.183,0.853,,9.33,8.61,3192049,24293,0,0
,8-21040001,21040001,7/6/2020,8,2020,Honey Creek Resort Beach,0.155,,,6.067,0.287,1.64,,9.932,9.25,9061992,304994,0,0
,9-21040001,21040001,7/14/2020,9,2020,Honey Creek Resort Beach,0.71,,,6.234,0.248,1.189,,10.153,9.15,3278075,437560,0,0
,10-21040001,21040001,7/20/2020,10,2020,Honey Creek Resort Beach,3.425,,,5.285,0.243,1.48,,10.152,9.01,20671093,641367,0,0
,11-21040001,21040001,7/27/2020,11,2020,Honey Creek Resort Beach,0.33,,,6.092,0.263,1.667,,9.782,8.85,5221624,583379,0,0
,12-21040001,21040001,8/3/2020,12,2020,Honey Creek Resort Beach,0.145,,,4.724,0.164,0.929,,9.624,8.33,0,0,0,0
,13-21040001,21040001,8/11/2020,13,2020,Honey Creek Resort Beach,0.407,,,6.191,0.241,1.241,,10.408,,3631575,64867,0,0
,14-21040001,21040001,8/18/2020,14,2020,Honey Creek Resort Beach,0,,,4.984,0.102,0.956,,8.866,8.45,1554085,0,0,0
,15-21040001,21040001,8/25/2020,15,2020,Honey Creek Resort Beach,1.48,,,4.962,0.242,1.278,,10.032,,847559,60342,0,0
,16-21040001,21040001,9/1/2020,16,2020,Honey Creek Resort Beach,1.648,,,5.546,0.245,0.782,,9.422,,2107078,37745,0,0
,1-21890001,21890001,5/20/2020,1,2020,Lacey-Keosauqua Beach,0,,,6.642,0.03,0.716,,2.505,8.25,4877180,0,0,0
,3-21890001,21890001,6/1/2020,3,2020,Lacey-Keosauqua Beach,0,,,8.307,0.184,0.543,,2.017,7.98,1741364,0,0,0
,4-21890001,21890001,6/8/2020,4,2020,Lacey-Keosauqua Beach,0,,,7.335,0.291,0.604,,1.356,8.13,2418922,0,0,0
,5-21890001,21890001,6/15/2020,5,2020,Lacey-Keosauqua Beach,0.17,,,9.047,0.205,0.7,,2.173,8.29,1354809,0,0,0
,6-21890001,21890001,6/24/2020,6,2020,Lacey-Keosauqua Beach,0.175,,,9.331,0.162,0.954,,2.206,8.38,1817512,0,0,0
,7-21890001,21890001,6/29/2020,7,2020,Lacey-Keosauqua Beach,0,,,7.864,0.102,0.636,,1.873,8.26,4629968,0,0,0
,8-21890001,21890001,7/7/2020,8,2020,Lacey-Keosauqua Beach,0.135,,,8.966,0.114,0.816,,1.775,7.96,4644391,0,0,0
,9-21890001,21890001,7/13/2020,9,2020,Lacey-Keosauqua Beach,0.765,,,8.123,0.181,0.702,,2.188,7.87,8836173,0,0,0
