File,Label,Reference,Date,Week,Year,Location,Microcystin,DOC,TKP,TKN,NH3,Nox,NO2,Cl,pH,rRNA_16S,Microcystis,Aanabaena,Planktothrix
,10-21890001,21890001,7/20/2020,10,2020,Lacey-Keosauqua Beach,0.082,,,5.822,0.124,0.615,,1.964,8.57,4711696,0,0,0
,11-21890001,21890001,7/27/2020,11,2020,Lacey-Keosauqua Beach,0,,,7.691,0.259,0.527,,1.544,8.25,2395228,0,0,0
,12-21890001,21890001,8/3/2020,12,2020,Lacey-Keosauqua Beach,0.242,,,7.479,0.164,0.561,,1.68,7.92,2523382,0,0,0
,13-21890001,21890001,8/10/2020,13,2020,Lacey-Keosauqua Beach,0,,,4.417,0.094,0.518,,2.364,8.23,3245606,122868,0,0
,14-21890001,21890001,8/17/2020,14,2020,Lacey-Keosauqua Beach,0.413,,,6.657,0.132,0.506,,1.447,8.16,3216102,0,0,0
,15-21890001,21890001,8/26/2020,15,2020,Lacey-Keosauqua Beach,0.2,,,6.317,0.113,0.51,,3.268,,1288490,0,0,0
,16-21890001,21890001,9/1/2020,16,2020,Lacey-Keosauqua Beach,0.013,,,7.677,0.104,0.551,,3.899,8.68,1669980,0,0,0
,1-21910001,21910001,5/20/2020,1,2020,Lake Ahquabi Beach,0,,,6.749,0.019,0.673,,12.002,8.22,16283448,0,0,0
,2-21910001,21910001,5/27/2020,2,2020,Lake Ahquabi Beach,0.032,,,6.545,0.1,0.803,,12.054,8.27,11321335,0,0,0
,3-21910001,21910001,6/3/2020,3,2020,Lake Ahquabi Beach,0,,,6.276,0.081,0.879,,12.849,8.76,3843329,0,0,0
,4-21910001,21910001,6/10/2020,4,2020,Lake Ahquabi Beach,0.013,,,6.342,0.313,0.964,,11.511,8.19,3782459,0,0,0
,5-21910001,21910001,6/17/2020,5,2020,Lake Ahquabi Beach,0,,,6.183,0.223,0.751,,12.024,8.3,1274800,0,0,0
,6-21910001,21910001,6/24/2020,6,2020,Lake Ahquabi Beach,0.097,,,5.365,0.172,0.9,,12.507,8.15,2637802,0,0,0
,7-21910001,21910001,7/1/2020,7,2020,Lake Ahquabi Beach,0,,,5.765,0.145,0.865,,12.237,8.23,6660175,17623,0,0
,8-21910001,21910001,7/8/2020,8,2020,Lake Ahquabi Beach,0.172,,,5.679,0.178,1,,11.932,8.77,2687454,0,0,0
,9-21910001,21910001,7/15/2020,9,2020,Lake Ahquabi Beach,0.663,,,5.398,0.24,1.076,,12.395,8.62,9112622,0,0,0
,10-21910001,21910001,7/22/2020,10,2020,Lake Ahquabi Beach,0.177,,,5.996,0.275,0.999,,12.2,8.35,3530067,0,0,0
,11-21910001,21910001,7/29/2020,11,2020,Lake Ahquabi Beach,0.023,,,5.555,0.215,1.08,,12.105,8.79,3003819,0,0,0
,12-21910001,21910001,8/5/2020,12,2020,Lake Ahquabi Beach,0.48,,,4.998,0.39,1.125,,12.561,8.31,7525891,0,0,0
,13-21910001,21910001,8/12/2020,13,2020,Lake Ahquabi Beach,0.07,,,5.332,0.442,1.039,,12.607,8.6,3834235,113697,0,0
,14-21910001,21910001,8/17/2020,14,2020,Lake Ahquabi Beach,0.493,,,4.598,0.254,1.077,,12.412,8.64,8005179,0,0,0
,15-21910001,21910001,8/24/2020,15,2020,Lake Ahquabi Beach,0.322,,,4.496,0.091,0.903,,11.97,8.78,4076408,0,0,0
,16-21910001,21910001,8/31/2020,16,2020,Lake Ahquabi Beach,0.013,,,5.405,0.213,1.083,,12.173,8.35,2597738,0,0,0
,1-21150001,21150001,5/20/2020,1,2020,Lake Anita Beach,0.24,,,5.928,0.032,0.554,,8.915,8.48,4813083,0,0,0
,2-21150001,21150001,5/27/2020,2,2020,Lake Anita Beach,0.673,,,5.341,0.064,0.687,,8.737,8.53,7832441,0,0,0
,3-21150001,21150001,6/3/2020,3,2020,Lake Anita Beach,0,,,6.194,0.061,0.567,,8.809,8.54,2483260,0,0,0
,4-21150001,21150001,6/10/2020,4,2020,Lake Anita Beach,0.267,,,5.046,0.218,0.681,,8.87,8.48,2841063,0,0,0
,5-21150001,21150001,6/17/2020,5,2020,Lake Anita Beach,0.06,,,5.194,0.145,0.692,,8.852,8.42,3028504,0,0,0
,6-21150001,21150001,6/24/2020,6,2020,Lake Anita Beach,0.45,,,5.888,0.168,1.455,,9.255,8.46,7361113,46015,0,0
,7-21150001,21150001,7/1/2020,7,2020,Lake Anita Beach,0.003,,,4.853,0.22,1.283,,9.554,8.35,1544611,9589,0,0
,8-21150001,21150001,7/8/2020,8,2020,Lake Anita Beach,0.332,,,5.157,0.217,1.29,,9.022,8.4,3922337,0,0,51935
,9-21150001,21150001,7/15/2020,9,2020,Lake Anita Beach,0.69,,,4.851,0.233,1.048,,9.445,7.71,3131913,0,0,91462
,10-21150001,21150001,7/22/2020,10,2020,Lake Anita Beach,0.76,,,4.781,0.179,1.125,,9.045,,5147959,20128,0,92319
,11-21150001,21150001,7/28/2020,11,2020,Lake Anita Beach,1.142,,,4.71,0.29,1.042,,8.956,8.29,1153001,0,0,0
,12-21150001,21150001,8/4/2020,12,2020,Lake Anita Beach,1.005,,,4.021,0.182,1.007,,10.255,,4850019,0,0,10836
,13-21150001,21150001,8/12/2020,13,2020,Lake Anita Beach,3.575,,,4.228,0.243,0.918,,9.043,8.17,1745085,144504,0,0
,15-21150001,21150001,8/24/2020,15,2020,Lake Anita Beach,1.678,,,3.762,0.081,0.817,,9.805,,2511378,0,0,118418
,16-21150001,21150001,8/31/2020,16,2020,Lake Anita Beach,1.675,,,4.669,0.156,1.002,,17.414,,2990158,14910,0,162539
,1-21920001,21920001,5/20/2020,1,2020,Lake Darling Beach,0.013,,,7.829,0.161,1.416,,18.416,7.71,8712468,27538,0,0
,2-21920001,21920001,5/27/2020,2,2020,Lake Darling Beach,0.133,,,7.284,0.171,1.373,,17.628,7.78,3278312,7788,0,0
,3-21920001,21920001,6/3/2020,3,2020,Lake Darling Beach,0,,,6.877,0.167,1.303,,17.009,7.85,3322879,28749,0,0
,4-21920001,21920001,6/10/2020,4,2020,Lake Darling Beach,0.047,,,7.364,0.226,1.665,,15.976,8.91,3177000,26158,0,0
,5-21920001,21920001,6/17/2020,5,2020,Lake Darling Beach,0.63,,,7.824,0.309,2.334,,15.343,8.9,1892272,56012,0,0
,6-21920001,21920001,6/22/2020,6,2020,Lake Darling Beach,0.218,,,12.99,0.309,3.251,,18.6,8.9,4436599,16035,0,0
,7-21920001,21920001,6/30/2020,7,2020,Lake Darling Beach,0.063,,,7.457,0.334,1.272,,10.536,7.9,6188072,187693,0,0
,8-21920001,21920001,7/8/2020,8,2020,Lake Darling Beach,3.652,,,8.05,0.216,2.013,,11.697,9.49,3787479,737524,0,0
,9-21920001,21920001,7/14/2020,9,2020,Lake Darling Beach,4.395,,,7.18,0.319,2.411,,13.071,,20814970,599411,0,0
,10-21920001,21920001,7/21/2020,10,2020,Lake Darling Beach,2.695,,,7.729,0.446,2.145,,12.578,9.64,17903452,774799,0,0
,11-21920001,21920001,7/29/2020,11,2020,Lake Darling Beach,3.057,,,7.539,0.582,1.735,,12.158,9.81,3089034,0,0,77104
,12-21920001,21920001,8/3/2020,12,2020,Lake Darling Beach,2.235,,,7.025,0.529,1.738,,13.947,,3759458,0,0,207954
,13-21920001,21920001,8/12/2020,13,2020,Lake Darling Beach,12.13,,,7.345,0.629,2.805,,13.935,,2843273,0,0,107377
,14-21920001,21920001,8/17/2020,14,2020,Lake Darling Beach,6.967,,,5.537,0.545,2.155,,12.617,9.62,7686568,481690,0,0
,15-21920001,21920001,8/26/2020,15,2020,Lake Darling Beach,10.948,,,5.503,0.531,2.239,,13.943,,6545315,347282,0,0
,16-21920001,21920001,9/1/2020,16,2020,Lake Darling Beach,4.47,,,7.884,0.684,3.749,,13.829,10.15,10401251,113257,0,0
,1-21620001,21620001,5/20/2020,1,2020,Lake Keomah Beach,0.218,,,6.195,0.046,1.328,,14.155,8.67,19331860,108178,0,0
,2-21620001,21620001,5/27/2020,2,2020,Lake Keomah Beach,0.625,,,6.8,0.058,1.095,,15.264,8.89,4895535,111897,0,0
,3-21620001,21620001,6/3/2020,3,2020,Lake Keomah Beach,2.428,,,6.353,0.088,1.336,,14.988,9.12,2964098,156264,0,0
,4-21620001,21620001,6/10/2020,4,2020,Lake Keomah Beach,1.475,,,6.311,0.263,1.298,,13.856,8.85,3755375,34922,0,0
,5-21620001,21620001,6/17/2020,5,2020,Lake Keomah Beach,0.273,,,7.255,0.253,1.639,,13.96,8.9,3018699,0,0,0
,6-21620001,21620001,6/22/2020,6,2020,Lake Keomah Beach,0.335,,,7.493,0.09,2.641,,14.818,9.03,2715837,12612,0,0
,7-21620001,21620001,6/30/2020,7,2020,Lake Keomah Beach,0.332,,,6.697,0.286,1.998,,15.154,9.21,4789206,82066,0,0
,8-21620001,21620001,7/8/2020,8,2020,Lake Keomah Beach,1.54,,,6.201,0.14,2.067,,14.516,10.3,2320549,39847,0,0
,9-21620001,21620001,7/14/2020,9,2020,Lake Keomah Beach,1.85,,,6.24,0.422,1.956,,15.754,,20613225,298714,0,0
,10-21620001,21620001,7/21/2020,10,2020,Lake Keomah Beach,0.325,,,8.613,0.237,1.479,,6.53,8.85,3152661,106592,0,0
,11-21620001,21620001,7/29/2020,11,2020,Lake Keomah Beach,0.067,,,6.189,0.375,1.665,,15.787,9.05,3032639,0,0,0
,12-21620001,21620001,8/3/2020,12,2020,Lake Keomah Beach,0.38,,,3.666,0.239,1.785,,16.375,,12549174,0,0,0
,13-21620001,21620001,8/12/2020,13,2020,Lake Keomah Beach,0.09,,,6.421,0.308,1.79,,15.659,,2727724,70076,0,0
,14-21620001,21620001,8/17/2020,14,2020,Lake Keomah Beach,0.515,,,4.78,0.331,1.587,,15.673,9.34,7580440,0,0,0
,15-21620001,21620001,8/26/2020,15,2020,Lake Keomah Beach,0.612,,,4.86,0.132,1.454,,15.889,,6663948,13703,0,0
,16-21620001,21620001,9/1/2020,16,2020,Lake Keomah Beach,0.548,,,6.134,0.203,1.824,,15.448,9.75,2950446,0,0,0
,1-21520001,21520001,5/19/2020,1,2020,Lake Macbride Beach,0.055,,,4.954,0.008,1.007,,28.418,8.78,5719825,0,0,0
,2-21520001,21520001,5/26/2020,2,2020,Lake Macbride Beach,0.085,,,4.033,0.093,0.809,,28.083,8.52,12942770,0,0,0
,3-21520001,21520001,6/2/2020,3,2020,Lake Macbride Beach,0,,,3.243,0.072,1.033,,28.481,8.62,3966027,0,0,0
,4-21520001,21520001,6/9/2020,4,2020,Lake Macbride Beach,0.05,,,3.454,0.163,0.789,,27.782,8.65,4036826,0,0,0
,5-21520001,21520001,6/16/2020,5,2020,Lake Macbride Beach,0.045,,,4.191,0.215,1.31,,26.659,8.93,2154408,0,0,0
,6-21520001,21520001,6/23/2020,6,2020,Lake Macbride Beach,0.19,,,4.336,0.038,1.157,,26.798,8.79,6356967,50762,0,0
,7-21520001,21520001,6/30/2020,7,2020,Lake Macbride Beach,0,,,3.908,0.361,0.901,,26.689,9.1,3007047,0,0,0
,8-21520001,21520001,7/6/2020,8,2020,Lake Macbride Beach,0.365,,,3.833,0.283,0.989,,26.912,9.17,6931184,0,0,0
,9-21520001,21520001,7/13/2020,9,2020,Lake Macbride Beach,0.957,,,3.738,0.247,1.01,,26.868,9.45,4457281,0,0,0
,10-21520001,21520001,7/21/2020,10,2020,Lake Macbride Beach,0.093,,,3.801,0.177,0.972,,7.034,8.85,5890382,0,0,0
,11-21520001,21520001,7/28/2020,11,2020,Lake Macbride Beach,0,,,3.665,0.256,0.957,,27.782,8.97,5715652,0,0,0
,12-21520001,21520001,8/4/2020,12,2020,Lake Macbride Beach,0.205,,,5.873,0.256,1.1,,27.322,8.78,3350609,0,0,0
,13-21520001,21520001,8/11/2020,13,2020,Lake Macbride Beach,0.14,,,3.337,0.258,1.057,,29.653,8.44,746176,12323,0,0
,1-21780001,21780001,5/19/2020,1,2020,Lake Mawa Beach,0,,,6.592,0.011,0.848,,31.002,8.5,6832829,0,0,0
,2-21780001,21780001,5/26/2020,2,2020,Lake Mawa Beach,0.262,,,5.752,0.065,0.898,,29.573,8.39,9378112,0,0,0
,3-21780001,21780001,6/2/2020,3,2020,Lake Mawa Beach,0,,,5.382,0.075,0.976,,31.023,8.41,22865930,0,0,0
,4-21780001,21780001,6/9/2020,4,2020,Lake Mawa Beach,0.032,,,4.828,0.383,0.994,,31.104,8.47,6257701,8807,0,0
,5-21780001,21780001,6/16/2020,5,2020,Lake Mawa Beach,0.047,,,10.872,0.217,1.173,,30.161,8.59,5525486,0,0,0
,6-21780001,21780001,6/23/2020,6,2020,Lake Mawa Beach,0.202,,,6.241,0.051,0.907,,31.573,8.58,5164839,32822,0,0
,7-21780001,21780001,6/29/2020,7,2020,Lake Mawa Beach,0.477,,,5.3,0.163,1.091,,32.178,8.39,28304200,0,0,0
,8-21780001,21780001,7/7/2020,8,2020,Lake Mawa Beach,0.567,,,5.347,0.209,1.271,,30.477,8.49,7967745,14750,0,0
,9-21780001,21780001,7/13/2020,9,2020,Lake Mawa Beach,0.972,,,4.97,0.226,1.858,,31.487,,27631049,60836,0,0
,10-21780001,21780001,7/21/2020,10,2020,Lake Mawa Beach,0.298,,,4.742,0.322,1.231,,23.382,8.84,4574544,89927,0,0
,11-21780001,21780001,7/28/2020,11,2020,Lake Mawa Beach,0.023,,,5.006,0.27,1.44,,33.271,,15896327,22258,0,0
,12-21780001,21780001,8/5/2020,12,2020,Lake Mawa Beach,0.525,,,7.583,0.163,1.728,,32.231,8.64,4231320,0,0,0
,13-21780001,21780001,8/11/2020,13,2020,Lake Mawa Beach,0.205,,,4.606,0.145,1.486,,34.327,8.84,4359307,202747,0,0
,14-21780001,21780001,8/19/2020,14,2020,Lake Mawa Beach,0.725,,,3.897,0.328,1.829,,31.961,8.85,2039241,0,0,0
,15-21780001,21780001,8/24/2020,15,2020,Lake Mawa Beach,0.75,,,3.638,0.123,1.738,,33.873,8.73,2094034,0,0,0
,16-21780001,21780001,9/2/2020,16,2020,Lake Mawa Beach,0.675,,,4.783,0.228,1.761,,33.746,8.54,2739693,12780,0,0
,1-21870001,21870001,5/20/2020,1,2020,Lake of Three Fires Beach,0.275,,,8.811,0.046,1.005,,6.526,8.54,3932434,68226,0,0
,2-21870001,21870001,5/27/2020,2,2020,Lake of Three Fires Beach,17.07,,,8.79,0.174,1.51,,6.622,8.21,22753659,2093584,0,0
,3-21870001,21870001,6/3/2020,3,2020,Lake of Three Fires Beach,17.67,,,8.946,0.227,2.012,,6.759,8.46,6906722,1238846,0,0
,4-21870001,21870001,6/10/2020,4,2020,Lake of Three Fires Beach,5.483,,,9.623,0.206,2.067,,6.714,9.35,2788860,229947,0,0
,5-21870001,21870001,6/17/2020,5,2020,Lake of Three Fires Beach,5.385,,,10.715,0.219,2.016,,6.261,9.4,2036400,38823,0,0
,6-21870001,21870001,6/24/2020,6,2020,Lake of Three Fires Beach,1.178,,,11.73,0.165,2.369,,6.979,9.6,4798355,437726,0,0
,7-21870001,21870001,7/1/2020,7,2020,Lake of Three Fires Beach,5.313,,,9.318,0.302,2.031,,6.854,8.63,2247626,95781,0,0
,8-21870001,21870001,7/8/2020,8,2020,Lake of Three Fires Beach,12.01,,,9.444,0.225,1.773,,7.061,9.22,7466137,1884684,0,78094
,9-21870001,21870001,7/15/2020,9,2020,Lake of Three Fires Beach,1.467,,,8.282,0.311,1.532,,7.023,8.39,2841758,93522,0,0
,10-21870001,21870001,7/22/2020,10,2020,Lake of Three Fires Beach,0.702,,,8.209,0.281,1.679,,12.063,8.67,11800246,60188,0,0
,11-21870001,21870001,7/29/2020,11,2020,Lake of Three Fires Beach,0.308,,,6.233,0.497,1.212,,6.883,9.03,3928889,0,0,0
,12-21870001,21870001,8/5/2020,12,2020,Lake of Three Fires Beach,3.68,,,7.809,0.367,2.918,,7.238,7.98,6419701,0,0,0
,13-21870001,21870001,8/12/2020,13,2020,Lake of Three Fires Beach,1.585,,,7.557,0.479,1.932,,6.871,8.94,4302222,0,0,0
,14-21870001,21870001,8/17/2020,14,2020,Lake of Three Fires Beach,1.398,,,5.828,0.185,1.904,,6.707,8.65,9114514,0,0,0
,15-21870001,21870001,8/24/2020,15,2020,Lake of Three Fires Beach,1.08,,,5.86,0.191,1.551,,7.017,10.61,6040853,0,0,0
,16-21870001,21870001,8/31/2020,16,2020,Lake of Three Fires Beach,0.505,,,7.413,0.275,1.774,,9.946,10.59,4152211,0,0,0
,1-21260001,21260001,5/20/2020,1,2020,Lake Wapello Beach,0.115,,,7.683,0,0.713,,4.279,8.22,4347476,0,0,0
,2-21260001,21260001,5/27/2020,2,2020,Lake Wapello Beach,0.123,,,8.307,0.051,0.999,,4.04,8.9,4900480,0,0,0
,3-21260001,21260001,6/1/2020,3,2020,Lake Wapello Beach,1.413,,,7.918,0.074,1.1,,3.764,8.98,3171579,0,0,0
,4-21260001,21260001,6/8/2020,4,2020,Lake Wapello Beach,0.07,,,7.996,0.157,1.388,,3.601,9.23,2636231,0,0,0
,5-21260001,21260001,6/15/2020,5,2020,Lake Wapello Beach,0.093,,,8.471,0.181,1.313,,4.243,8.87,1646449,0,0,0
,6-21260001,21260001,6/24/2020,6,2020,Lake Wapello Beach,0.205,,,8.816,0.288,0.907,,3.908,8.43,2333292,0,0,0
,7-21260001,21260001,6/29/2020,7,2020,Lake Wapello Beach,0.295,,,7.645,0.165,0.763,,3.914,8.55,5630175,0,0,0
,8-21260001,21260001,7/7/2020,8,2020,Lake Wapello Beach,0.423,,,7.384,0.217,1.177,,3.606,8.77,1517811,6754,0,0
,9-21260001,21260001,7/13/2020,9,2020,Lake Wapello Beach,0.507,,,7.04,0.151,0.685,,4.143,8.37,6149215,60951,0,0
,10-21260001,21260001,7/20/2020,10,2020,Lake Wapello Beach,0.157,,,7.236,0.108,0.773,,4.098,8.64,2966561,0,0,0
,11-21260001,21260001,7/27/2020,11,2020,Lake Wapello Beach,0.455,,,7.129,0.197,0.693,,3.955,8.89,1075472,49421,0,0
,12-21260001,21260001,8/3/2020,12,2020,Lake Wapello Beach,0.468,,,8.057,0.114,1.104,,4.241,8.93,3659174,0,0,0
,13-21260001,21260001,8/10/2020,13,2020,Lake Wapello Beach,0.298,,,7.112,0.135,0.848,,4.77,8.83,1627941,0,0,0
,14-21260001,21260001,8/17/2020,14,2020,Lake Wapello Beach,0.465,,,6.558,0.169,0.955,,3.808,8.96,4939572,0,0,0
,15-21260001,21260001,8/26/2020,15,2020,Lake Wapello Beach,0.688,,,5.934,0.075,0.81,,5.383,,931784,0,0,0
,16-21260001,21260001,9/1/2020,16,2020,Lake Wapello Beach,0.38,,,7.823,0.087,0.837,,2.988,9.2,1609902,0,0,0
,1-21670001,21670001,5/19/2020,1,2020,Lewis and Clark (Blue Lake) Beach,0.085,,,7.169,0.054,0.789,,13.237,8.4,6549424,77736,0,0
,2-21670001,21670001,5/26/2020,2,2020,Lewis and Clark (Blue Lake) Beach,0,,,6.421,0.09,0.781,,12.207,8.2,26863608,0,0,0
,3-21670001,21670001,6/2/2020,3,2020,Lewis and Clark (Blue Lake) Beach,0,,,6.917,0.167,0.986,,13.304,8.34,54745288,0,0,0
,4-21670001,21670001,6/9/2020,4,2020,Lewis and Clark (Blue Lake) Beach,0.2,,,6.221,0.448,1.008,,13.295,8.46,9399961,22690,0,0
,5-21670001,21670001,6/16/2020,5,2020,Lewis and Clark (Blue Lake) Beach,0.18,,,12.646,0.289,1.323,,13.59,8.49,12486833,0,0,0
,6-21670001,21670001,6/23/2020,6,2020,Lewis and Clark (Blue Lake) Beach,0.38,,,5.438,0.037,1.056,,13.12,8.52,3280551,6229,0,0
,7-21670001,21670001,6/29/2020,7,2020,Lewis and Clark (Blue Lake) Beach,0.068,,,5.703,0.228,1.061,,13.381,8.49,26295811,0,0,0
,8-21670001,21670001,7/7/2020,8,2020,Lewis and Clark (Blue Lake) Beach,0.69,,,6.222,0.122,1.076,,12.226,8.31,2942283,6917,0,0
,9-21670001,21670001,7/13/2020,9,2020,Lewis and Clark (Blue Lake) Beach,5.485,,,7.483,0.23,1.384,,13.636,,7635180,0,0,0
,10-21670001,21670001,7/21/2020,10,2020,Lewis and Clark (Blue Lake) Beach,0.207,,,7.206,0.119,1.225,,31.272,8.64,3158873,0,0,0
,11-21670001,21670001,7/28/2020,11,2020,Lewis and Clark (Blue Lake) Beach,0.235,,,7.199,0.248,1.302,,14.116,,8156458,0,0,0
,12-21670001,21670001,8/5/2020,12,2020,Lewis and Clark (Blue Lake) Beach,0.632,,,4.109,0.283,1.374,,13.24,8.48,5862592,0,0,0
,13-21670001,21670001,8/11/2020,13,2020,Lewis and Clark (Blue Lake) Beach,0.338,,,7.046,0.309,1.346,,15.098,8.73,5774238,81561,0,0
,14-21670001,21670001,8/19/2020,14,2020,Lewis and Clark (Blue Lake) Beach,1.287,,,7.452,0.231,1.365,,13.293,8.7,2190342,0,0,0
,15-21670001,21670001,8/24/2020,15,2020,Lewis and Clark (Blue Lake) Beach,0.623,,,5.811,0.146,1.476,,14.086,8.62,1882183,0,0,0
,16-21670001,21670001,9/2/2020,16,2020,Lewis and Clark (Blue Lake) Beach,0.55,,,7.409,0.259,1.641,,12.648,8.48,3253813,0,0,0
,1-21420001,21420001,5/18/2020,1,2020,Lower Pine Lake Beach,0.3,,,4.422,0.025,0.725,,14.8,8.42,1286237,0,0,0
,2-21420001,21420001,5/26/2020,2,2020,Lower Pine Lake Beach,0.095,,,3.751,0.06,0.874,,14.463,8.63,18047189,0,0,0
,3-21420001,21420001,6/1/2020,3,2020,Lower Pine Lake Beach,0,,,3.38,0.086,0.926,,14.505,8.33,14220842,0,0,0
,4-21420001,21420001,6/8/2020,4,2020,Lower Pine Lake Beach,0.095,,,3.469,0.359,0.929,,14.549,8.44,3155871,0,0,0
,5-21420001,21420001,6/15/2020,5,2020,Lower Pine Lake Beach,0.085,,,3.918,0.283,0.922,,14.551,8.44,3116151,0,0,0
,6-21420001,21420001,6/22/2020,6,2020,Lower Pine Lake Beach,0.232,,,4.29,0.256,1.327,,13.493,8.08,1651594,0,0,0
,7-21420001,21420001,7/1/2020,7,2020,Lower Pine Lake Beach,0,,,4.316,0.426,1.145,,12.791,8.57,11909672,0,0,0
,8-21420001,21420001,7/6/2020,8,2020,Lower Pine Lake Beach,0.213,,,3.894,0.207,1.247,,14.514,8.32,2536951,4808,0,0
,9-21420001,21420001,7/13/2020,9,2020,Lower Pine Lake Beach,0.608,,,3.573,0.19,1.488,,14.153,8.89,11322753,0,0,0
,10-21420001,21420001,7/20/2020,10,2020,Lower Pine Lake Beach,0.368,,,5.477,0.241,1.364,,15.002,8.84,4286896,0,0,0
,11-21420001,21420001,7/27/2020,11,2020,Lower Pine Lake Beach,0.135,,,4.17,0.367,1.628,,15.123,8.66,5458846,0,0,0
,12-21420001,21420001,8/3/2020,12,2020,Lower Pine Lake Beach,0.298,,,2.798,0.168,1.986,,15.353,8.49,3425321,247531,0,0
,13-21420001,21420001,8/10/2020,13,2020,Lower Pine Lake Beach,2.523,,,4.604,0.307,3.515,,16.286,9.43,8735255,492254,0,0
,14-21420001,21420001,8/19/2020,14,2020,Lower Pine Lake Beach,0.97,,,3.033,0.297,2.836,,14.672,9.06,1965157,193276,0,0
,15-21420001,21420001,8/26/2020,15,2020,Lower Pine Lake Beach,0.498,,,3.564,0.339,2.508,,13.522,9.41,1526306,0,0,0
,16-21420001,21420001,9/2/2020,16,2020,Lower Pine Lake Beach,0.218,,,3.881,0.324,2.329,,15.066,9.47,1364852,0,0,0
,10-21300006,21300006,7/21/2020,10,2020,Marble Beach,1.242,,,5.419,0.655,0.744,,27.31,,8152747,294573,0,0
,11-21300006,21300006,7/28/2020,11,2020,Marble Beach,0.01,,,4.94,0.197,0.734,,13.711,8.39,2636543,91752,0,0
,12-21300006,21300006,8/3/2020,12,2020,Marble Beach,1.64,,,5.346,0.284,2.484,,13.604,8.62,3276362,44331,0,0
,13-21300006,21300006,8/10/2020,13,2020,Marble Beach,3.422,,,5.078,0.147,1.021,,15.558,,1112452,0,0,0
,14-21300006,21300006,8/18/2020,14,2020,Marble Beach,1.865,,,3.85,0.538,0.834,,13.254,,1459945,69671,0,0
,15-21300006,21300006,8/25/2020,15,2020,Marble Beach,1.903,,,3.861,0.06,0.961,,14.494,8.46,1894277,99668,0,0
,16-21300006,21300006,9/2/2020,16,2020,Marble Beach,15.19,,,5.906,0.239,1.645,,13.607,8.83,2111415,416215,0,0
,1-21170002,21170002,5/20/2020,1,2020,McIntosh Woods Beach,0.918,,,8.603,0.036,1.079,,12.625,8.6,5221742,167830,0,0
,2-21170002,21170002,5/27/2020,2,2020,McIntosh Woods Beach,1.205,,,7.994,0.049,0.794,,12.424,8.11,15151362,27823,0,0
,3-21170002,21170002,6/3/2020,3,2020,McIntosh Woods Beach,0.57,,,7.615,0.103,0.907,,13.422,8.19,2433071,48794,0,0
,4-21170002,21170002,6/10/2020,4,2020,McIntosh Woods Beach,0.712,,,7.831,0.277,1.057,,19.507,8.15,2299467,175113,0,0
,5-21170002,21170002,6/17/2020,5,2020,McIntosh Woods Beach,1.36,,,7.853,0.188,0.943,,12.927,8.31,2472842,68565,0,0
,6-21170002,21170002,6/24/2020,6,2020,McIntosh Woods Beach,6.94,,,8.081,0.477,2.214,,12.427,8.53,10273272,2250625,0,0
,7-21170002,21170002,6/30/2020,7,2020,McIntosh Woods Beach,1.08,,,7.039,0.206,0.936,,12.515,8.06,3319606,157225,0,0
,8-21170002,21170002,7/8/2020,8,2020,McIntosh Woods Beach,1.86,,,7.895,0.141,1.861,,12.865,8.4,6822319,866692,0,0
,9-21170002,21170002,7/14/2020,9,2020,McIntosh Woods Beach,3.142,,,7.362,0.143,1.359,,13.492,8.44,11128967,1394382,0,0
,10-21170002,21170002,7/22/2020,10,2020,McIntosh Woods Beach,2.53,,,8.149,0.302,1.482,,12.084,8.24,8484373,693937,0,0
,11-21170002,21170002,7/29/2020,11,2020,McIntosh Woods Beach,1.418,,,7.995,0.237,1.297,,13.226,,10140686,335926,0,0
,12-21170002,21170002,8/5/2020,12,2020,McIntosh Woods Beach,1.845,,,6.446,0.286,1.241,,13.417,8.75,9550550,274670,0,0
,13-21170002,21170002,8/12/2020,13,2020,McIntosh Woods Beach,2.225,,,7.153,0.117,1.215,,13.352,8.38,9543681,104993,0,196603
,14-21170002,21170002,8/19/2020,14,2020,McIntosh Woods Beach,1.457,,,5.378,0.182,1.277,,12.719,8.54,2136921,201168,0,0
,15-21170002,21170002,8/23/2020,15,2020,McIntosh Woods Beach,1.53,,,5.334,0.061,1.214,,12.049,8.72,2366194,183862,0,0
,16-21170002,21170002,9/2/2020,16,2020,McIntosh Woods Beach,1.757,,,7.719,0.14,1.27,,13.14,9.01,1819704,168328,0,0
,1-21270001,21270001,5/18/2020,1,2020,Nine Eagles Beach,0.155,,,7.815,0.049,0.569,,2.113,8.3,1478106,0,0,0
,2-21270001,21270001,5/27/2020,2,2020,Nine Eagles Beach,0.115,,,7.194,0.053,0.478,,1.438,8.73,11321947,0,0,0
,3-21270001,21270001,6/1/2020,3,2020,Nine Eagles Beach,0,,,6.43,0.041,0.479,,1.276,8.69,7785782,0,0,0
,4-21270001,21270001,6/8/2020,4,2020,Nine Eagles Beach,0.093,,,10.33,0.171,0.603,,0.97,8.85,2831038,0,0,0
,5-21270001,21270001,6/15/2020,5,2020,Nine Eagles Beach,0.068,,,6.668,0.165,0.446,,1.152,,2426356,0,0,0
,6-21270001,21270001,6/22/2020,6,2020,Nine Eagles Beach,0.36,,,6.798,0.068,0.677,,1.451,8.86,1418561,0,0,0
