File,Label,Reference,Date,Week,Year,Location,Microcystin,DOC,TKP,TKN,NH3,Nox,NO2,Cl,pH,rRNA_16S,Microcystis,Aanabaena,Planktothrix
IDNR19_06_026,6-21300003,21300003,6/26/2019,6,2019,Triboji Beach,0.438,6.918,0.065,0.158,0.053,-0.014,0.0018,25.375,8.39,2124202.632,144056.9302,0,0
IDNR19_07_026,7-21300003,21300003,7/2/2019,7,2019,Triboji Beach,0,6.62,0.014,0.441,0.035,-0.006,0.0083,22.851,8.11,452466.936546126,16025.8889255286,0,0
IDNR19_08_026,8-21300003,21300003,7/10/2019,8,2019,Triboji Beach,0.455,7.171,-0.011,0.521,0.069,0.159,0.0134,22.666,8.15,5000566.98776063,5000566.98776063,0,0
IDNR19_09_026,9-21300003,21300003,7/17/2019,9,2019,Triboji Beach,1.342,6.57,-0.044,0.607,0.226,0.058,0.009,21.666,8.19,4056313.019,161447.291962841,0,0
IDNR19_10_026,10-21300003,21300003,7/24/2019,10,2019,Triboji Beach,0.142,6.652,0.295,0.774,0.058,0.074,0.012,22.054,8.35,13544367.78,177326.5296,0,0
IDNR19_11_026,11-21300003,21300003,7/31/2019,11,2019,Triboji Beach,0.15,7.585,0.181,1.383,0.0149,0.068,0.0014,23.226,8.1,10474675.97,761645.558,0,0
IDNR19_12_026,12-21300003,21300003,8/7/2019,12,2019,Triboji Beach,1.235,6.295,0.08,0.833,0.0443,0.039,0.0022,23.057,8.2,3033694.176,363738.5829,0,0
IDNR19_13_026,13-21300003,21300003,8/14/2019,13,2019,Triboji Beach,0.308,6.744,-0.023,0.751,0.0649,0.01,0.0036,23.597,8.01,397752.463,0,0,0
IDNR19_14_026,14-21300003,21300003,8/21/2019,14,2019,Triboji Beach,0.243,5.141,0.04,0.608,-0.0031,0.424,0.0156,22.736,8.3,521377.574,0,0,0
IDNR19_15_026,15-21300003,21300003,8/28/2019,15,2019,Triboji Beach,0.587,2.337,-0.502,0.494,0.0336,0.079,0.0037,25.578,8.35,1502384.969,0,0,0
IDNR19_01_016,1-21860001,21860001,21/05/2019,1,2019,Union Grove,0.063,2.765,4.452,0.291,2.226,2.017,0.0327,11.243,8.6,,,,
IDNR19_02_016,2-21860001,21860001,28/05/2019,2,2019,Union Grove,0.125,2.764,5.816,0.185,1.7097,3.772762398,0.0893,9.223,7.76,,,,
IDNR19_03_016,3-21860001,21860001,4/6/2019,3,2019,Union Grove,0,2.827,1.235,0.553,0.1575,5.784,0.0729,10.523,8.36,,,,
IDNR19_04_016,4-21860001,21860001,6/11/2019,4,2019,Union Grove,0.02,3.84,0.287,0.447,0.0321,4.546,0.0748,10.657,8.69,,,,
IDNR19_05_016,5-21860001,21860001,6/18/2019,5,2019,Union Grove,0,3.771,0.074,0.683,0.0132,4.16,0.085,10.766,7.78,,,,
IDNR19_06_016,6-21860001,21860001,6/25/2019,6,2019,Union Grove,0.305,4.55,0.21,0.271,0.2492,7.372,0.0953,11.351,8.02,2123414.826,0,0,0
IDNR19_07_016,7-21860001,21860001,7/1/2019,7,2019,Union Grove,0,4.264,-0.05,0.471,0.0315,3.85,0.1022,10.966,8.21,1871300.00291387,0,0,0
IDNR19_08_016,8-21860001,21860001,7/9/2019,8,2019,Union Grove,0.065,4.911,0.067,1.41,0.0542,3.063,0.1137,11.644,8.41,534410.05790604,534410.05790604,0,0
IDNR19_09_016,9-21860001,21860001,7/16/2019,9,2019,Union Grove,2.442,5.032,-0.023,1.011,0.137,2.446,0.1156,11.982,7.92,5249318.514,0,0,0
IDNR19_10_016,10-21860001,21860001,7/23/2019,10,2019,Union Grove,0.282,4.85,0.299,1.562,0.0462,1.305,0.1182,12.478,8.32,9291648.618,0,0,0
IDNR19_11_016,11-21860001,21860001,7/30/2019,11,2019,Union Grove,0.5,5.985,0.308,2.699,0.0353,1.072,0.1071,12.075,8.5,1258385.339,0,0,0
IDNR19_12_016,12-21860001,21860001,8/6/2019,12,2019,Union Grove,14.75,6.5,0.213,2.658,0.0373,0.538,0.0832,12.592,9.12,6792165.564,810610.6995,0,0
IDNR19_13_016,13-21860001,21860001,8/13/2019,13,2019,Union Grove,18.905,6.903,0.181,2.786,0.1271,0.128,0.0106,12.4,8.52,800430.8048,0,0,0
IDNR19_14_016,14-21860001,21860001,8/20/2019,14,2019,Union Grove,0,5.802,0.34,2.316,0.0185,0.418,0.0259,12.27,8.19,1318050.643,0,0,0
IDNR19_15_016,15-21860001,21860001,8/27/2019,15,2019,Union Grove,0.14,4.201,-0.277,2.773,0.1232,0.076,0.0147,14.526,8.18,2552206.762,53758.57668,0,0
IDNR19_01_033,1-21690001,21690001,22/05/2019,1,2019,Viking Lake Beach,0.577,5.645,1.361,0.167,1.9713,0,0.0125,9.619,8.7,,,,
IDNR19_02_033,2-21690001,21690001,29/05/2019,2,2019,Viking Lake Beach,0.057,4.073,1.231,1.222,1.7152,0.009477277,0.024,7.177,8.09,,,,
IDNR19_03_033,3-21690001,21690001,5/6/2019,3,2019,Viking Lake Beach,0,5.86,2.612,0.572,0.0942,0.052,0.0097,7.046,9.1,,,,
IDNR19_04_033,4-21690001,21690001,6/12/2019,4,2019,Viking Lake Beach,0.398,7.393,1.166,1.348,0.0277,0.066,0.0033,6.965,9.28,,,,
IDNR19_05_033,5-21690001,21690001,6/19/2019,5,2019,Viking Lake Beach,0.23,7.259,0.049,0.952,0.3577,0.184,0.0041,6.477,9,,,,
IDNR19_06_033,6-21690001,21690001,6/26/2019,6,2019,Viking Lake Beach,0.605,7.805,0.124,0.338,0.0716,-0.018,0.0034,6.751,9.05,1702953.888,126765.1436,0,0
IDNR19_07_033,7-21690001,21690001,7/2/2019,7,2019,Viking Lake Beach,0.085,7.07,0.052,0.425,0.0135,-0.033,0.0054,6.768,9.68,278948.906345659,25928.5310527626,0,0
IDNR19_08_033,8-21690001,21690001,7/10/2019,8,2019,Viking Lake Beach,0.6,8.283,0.063,0.856,0.0589,0.086,0.0059,6.961,8.9,1706779.75128835,1706779.75128835,51651.4013289226,0
IDNR19_09_033,9-21690001,21690001,7/17/2019,9,2019,Viking Lake Beach,1.257,7.59,-0.041,0.699,0.047,0.011,0.0052,6.997,8.71,2517949.96,74181.2366839089,0,0
IDNR19_10_033,10-21690001,21690001,,10,2019,Viking Lake Beach,,,,,,,,,,,,,
IDNR19_11_033,11-21690001,21690001,,11,2019,Viking Lake Beach,,,,,,,,,,,,,
IDNR19_12_033,12-21690001,21690001,,12,2019,Viking Lake Beach,,,,,,,,,,,,,
IDNR19_13_033,13-21690001,21690001,,13,2019,Viking Lake Beach,,,,,,,,,,,,,
IDNR19_14_033,14-21690001,21690001,,14,2019,Viking Lake Beach,,,,,,,,,    ,,,,
IDNR19_15_033,15-21690001,21690001,,15,2019,Viking Lake Beach,,,,,,,,,,,,,
