File,Label,Reference,Date,Week,Year,Location,Microcystin,DOC,TKP,TKN,NH3,Nox,NO2,Cl,pH,rRNA_16S,Microcystis,Aanabaena,Planktothrix
18-13-21770001,13-21770001,21770001,8/14/2018,13,2018,Big Creek Beach,0.433,3.795,1.134,0.292,-0.02,2.527,0.0598,15.621,9.1,21100000,8460,0,0
18-14-21770001,14-21770001,21770001,8/20/2018,14,2018,Big Creek Beach,0.69,4.245,1.068,0.187,0.036,1.937,0.0636,16.299,8.9,4820000,0,0,0
18-15-21770001,15-21770001,21770001,8/27/2018,15,2018,Big Creek Beach,0.855,4.424,1.076,0.129,,1.738,0.0674,16.74,8.5,125000000,72700,0,0
18-2-21770001,2-21770001,21770001,5/29/2018,2,2018,Big Creek Beach,0.185,3.998,1.249,0.462,0.015,5.245,0.0683,22.926,8.3,2480000,0,0,0
18-3-21770001,3-21770001,21770001,6/5/2018,3,2018,Big Creek Beach,0.19,3.462,1.372,0.396,0.053,4.855,0.0759,24.925,8,4340000,576,0,0
18-4-21770001,4-21770001,21770001,6/12/2018,4,2018,Big Creek Beach,0.405,3.233,1.148,0.48,-0.018,4.515,0.0884,24.422,8.3,2650000,737,0,0
18-5-21770001,5-21770001,21770001,6/19/2018,5,2018,Big Creek Beach,0.185,2.883,1.031,0.435,0.001,4.965,0.0804,18.407,8.2,5360000,0,0,0
18-6-21770001,6-21770001,21770001,6/26/2018,6,2018,Big Creek Beach,0.003,3.184,1.156,0.347,0.08,5.196,0.0738,15.546,8.4,4370000,495,0,0
18-7-21770001,7-21770001,21770001,7/2/2018,7,2018,Big Creek Beach,0,3.869,1.236,0.423,0.18,4.405,0.0774,11.914,8.4,0,0,0,0
18-8-21770001,8-21770001,21770001,7/10/2018,8,2018,Big Creek Beach,0.13,4.002,1.21,0.474,0.014,4.412,0.0689,13.901,8.6,5550000,952,0,0
18-9-21770001,9-21770001,21770001,7/17/2018,9,2018,Big Creek Beach,0,6.61,1.222,0.161,0,4.433,0.0661,10.663,8.05,7340000,0,0,0
18-1-21810002,1-21810002,21810002,5/22/2018,1,2018,Black Hawk Beach,0.465,6.172,1.266,0.565,0.065,0.445,-0.0747,25.221,8,1040000,2000,0,0
18-10-21810002,10-21810002,21810002,7/24/2018,10,2018,Black Hawk Beach,0.905,8.54,-0.055,0.184,0.089,7.091,0.2794,17.283,8.9,14200000,108000,0,0
18-11-21810002,11-21810002,21810002,7/31/2018,11,2018,Black Hawk Beach,0.135,7.514,0.165,0.226,-0.071,-0.184,0.0064,10.224,8.79,8410000,27800,0,0
18-12-21810002,12-21810002,21810002,8/7/2018,12,2018,Black Hawk Beach,1.155,6.783,0.721,-0.229,0.002,-0.245,0.0009,14.901,8.9,2400000,30700,0,13600
18-13-21810002,13-21810002,21810002,8/14/2018,13,2018,Black Hawk Beach,0.575,7.068,1.141,0.291,-0.009,0.268,0.0076,19.634,8.3,23500000,10700,0,0
18-14-21810002,14-21810002,21810002,8/20/2018,14,2018,Black Hawk Beach,0.69,7.837,1.022,0.193,0.049,0.013,0.0169,19.905,8.3,188000000,58900,0,0
18-15-21810002,15-21810002,21810002,8/27/2018,15,2018,Black Hawk Beach,0.81,6.394,1.095,-0.033,,0.066,0.0119,18.7,8.2,8930000,7800,0,0
18-2-21810002,2-21810002,21810002,5/29/2018,2,2018,Black Hawk Beach,0.345,7.431,1.275,0.467,0.024,0.054,0.0087,22.621,8.5,798000,13400,0,0
18-3-21810002,3-21810002,21810002,6/5/2018,3,2018,Black Hawk Beach,0.299,6.787,1.362,0.344,0.021,0.039,0.0024,23.687,8.6,1790000,5660,0,0
18-4-21810002,4-21810002,21810002,6/12/2018,4,2018,Black Hawk Beach,0.75,6.073,1.214,0.458,-0.008,0.027,0.0001,24.868,8.6,10100000,43900,0,0
18-5-21810002,5-21810002,21810002,6/19/2018,5,2018,Black Hawk Beach,0.35,5.706,0.973,0.383,-0.031,0.065,0.0049,24.487,8.13,3170000,27000,0,0
18-6-21810002,6-21810002,21810002,6/26/2018,6,2018,Black Hawk Beach,0.907,5.166,1.177,0.316,0.03,0.407,0.035,23.328,8.35,3890000,46400,0,0
18-7-21810002,7-21810002,21810002,7/2/2018,7,2018,Black Hawk Beach,0.41,5.97,1.082,0.622,0.049,0.528,0.09,19.697,8.8,3590000,20100,0,0
18-8-21810002,8-21810002,21810002,7/10/2018,8,2018,Black Hawk Beach,0.853,8.615,1.284,0.474,0.021,0.468,0.0884,20.702,8.7,4230000,45500,0,0
18-9-21810002,9-21810002,21810002,7/17/2018,9,2018,Black Hawk Beach,5.755,4.824,1.356,0.256,0.024,0.001,0.0157,16.836,9.1,6180000,199000,0,0
18-1-21940001,1-21940001,21940001,5/22/2018,1,2018,Brushy Creek Beach,0.472,4.087,1.33,0.491,0.065,8.985,-0.0419,23.732,8.1,369000,0,0,0
18-1-21940001-3,1-21940001,21940001,5/22/2018,1,2018,Brushy Creek Beach,0.472,4.087,1.33,0.491,0.065,8.985,-0.0419,23.732,8.1,369000,0,0,0
18-1-21940001-A-1,1-21940001,21940001,5/22/2018,1,2018,Brushy Creek Beach,0.472,4.087,1.33,0.491,0.065,8.985,-0.0419,23.732,8.1,369000,0,0,0
18-1-21940001-A-2,1-21940001,21940001,5/22/2018,1,2018,Brushy Creek Beach,0.472,4.087,1.33,0.491,0.065,8.985,-0.0419,23.732,8.1,369000,0,0,0
18-1-21940001-B-1,1-21940001,21940001,5/22/2018,1,2018,Brushy Creek Beach,0.472,4.087,1.33,0.491,0.065,8.985,-0.0419,23.732,8.1,369000,0,0,0
18-1-21940001-B-2,1-21940001,21940001,5/22/2018,1,2018,Brushy Creek Beach,0.472,4.087,1.33,0.491,0.065,8.985,-0.0419,23.732,8.1,369000,0,0,0
18-10-21940001,10-21940001,21940001,7/24/2018,10,2018,Brushy Creek Beach,0.233,4.971,-0.053,0.227,-0.05,0.119,0.0105,22.338,8.4,3740000,0,0,0
18-11-21940001,11-21940001,21940001,7/31/2018,11,2018,Brushy Creek Beach,0,4.736,0.162,0.286,-0.059,6.027,0.2515,4.407,9.4,5600000,5350,0,0
18-12-21940001,12-21940001,21940001,8/7/2018,12,2018,Brushy Creek Beach,1.15,4.35,0.751,-0.228,-0.004,4.831,0.2348,10.098,8.8,21300000,5510,0,0
18-13-21940001,13-21940001,21940001,8/14/2018,13,2018,Brushy Creek Beach,0.748,4.671,1.136,0.388,-0.037,5.598,0.2012,13.32,8.4,14100000,11800,0,0
18-14-21940001,14-21940001,21940001,8/20/2018,14,2018,Brushy Creek Beach,1.628,5.597,1.049,0.172,0.093,4.854,0.176,14.482,8.2,4440000,33500,0,0
18-15-21940001,15-21940001,21940001,8/27/2018,15,2018,Brushy Creek Beach,0.842,4.414,1.137,-0.146,,4.157,0.0689,9.029,7.7,9020000,20900,0,0
18-2-21940001,2-21940001,21940001,5/29/2018,2,2018,Brushy Creek Beach,0.178,4.188,1.276,0.475,0.014,9.175,0.0797,22.106,8,1170000,0,0,0
18-3-21940001,3-21940001,21940001,6/5/2018,3,2018,Brushy Creek Beach,0.195,4.18,1.332,0.331,0.027,10.039,0.0883,21.249,8,909000,2490,0,0
18-4-21940001,4-21940001,21940001,6/12/2018,4,2018,Brushy Creek Beach,0.27,3.708,1.089,0.484,0.077,9.926,0.0871,21.219,7.9,959,0,0,0
18-5-21940001,5-21940001,21940001,6/19/2018,5,2018,Brushy Creek Beach,0.032,3.366,1,0.502,0.039,9.003,0.0933,16.988,7.66,6880000,7890,0,0
18-6-21940001,6-21940001,21940001,6/26/2018,6,2018,Brushy Creek Beach,0.183,3.548,1.336,0.392,0.05,7.787,0.0403,2.792,7.27,4220000,1570,0,0
18-7-21940001,7-21940001,21940001,7/2/2018,7,2018,Brushy Creek Beach,0.2,4.503,1.195,0.387,1.422,7.052,0.0736,9.858,8.2,1150000,0,0,0
18-8-21940001,8-21940001,21940001,7/10/2018,8,2018,Brushy Creek Beach,0,4.56,1.194,0.563,0.012,7.268,0.094,14.12,8.6,3260000,533,0,0
18-9-21940001,9-21940001,21940001,7/17/2018,9,2018,Brushy Creek Beach,0,3.918,1.166,0.213,0.026,7.184,0.1218,12.015,8.9,8370000,5800,0,0
18-1-21170001,1-21170001,21170001,5/23/2018,1,2018,Clear Lake Beach,1.163,6.488,1.217,0.468,0.03,0.042,,14.666,8.7,614000,4650,0,0
18-10-21170001,10-21170001,21170001,7/25/2018,10,2018,Clear Lake Beach,1.62,7.849,-0.12,0.126,0.072,-0.18,0.0008,11.637,8.01,3910000,43300,0,12300
18-11-21170001,11-21170001,21170001,8/1/2018,11,2018,Clear Lake Beach,1.517,6.569,0.209,0.198,-0.076,0.105,-0.0026,4.22,8.3,3900000,33900,0,26000
18-12-21170001,12-21170001,21170001,8/8/2018,12,2018,Clear Lake Beach,3.182,7.012,0.724,0.332,-0.037,-0.038,-0.0021,11.745,8.4,16000000,51000,0,0
18-13-21170001,13-21170001,21170001,8/15/2018,13,2018,Clear Lake Beach,6.32,6.501,1.049,0.32,-0.023,-0.002,0.005,15.361,8.4,2250000,36500,0,0
18-14-21170001,14-21170001,21170001,8/22/2018,14,2018,Clear Lake Beach,6.108,8.03,1.036,0.166,0.014,0.105,0.009,16.223,8.6,1400000,10900,0,0
18-15-21170001,15-21170001,21170001,8/29/2018,15,2018,Clear Lake Beach,6.635,9.814,1,0.121,,0.44,0.0121,14.76,8.45,929000,10800,0,0
18-2-21170001,2-21170001,21170001,5/30/2018,2,2018,Clear Lake Beach,1.095,6.749,1.274,0.471,0.011,0.031,0.0024,14.13,8.1,1510000,27300,0,0
18-2-21170001-3,2-21170001,21170001,5/30/2018,2,2018,Clear Lake Beach,1.095,6.749,1.274,0.471,0.011,0.031,0.0024,14.13,8.1,1510000,27300,0,0
18-2-21170001-A-1,2-21170001,21170001,5/30/2018,2,2018,Clear Lake Beach,1.095,6.749,1.274,0.471,0.011,0.031,0.0024,14.13,8.1,1510000,27300,0,0
18-2-21170001-B-1,2-21170001,21170001,5/30/2018,2,2018,Clear Lake Beach,1.095,6.749,1.274,0.471,0.011,0.031,0.0024,14.13,8.1,1510000,27300,0,0
18-2-21170002-3 ,2-21170001,21170001,5/30/2018,2,2018,Clear Lake Beach,1.095,6.749,1.274,0.471,0.011,0.031,0.0024,14.13,8.1,1510000,27300,0,0
18-3-21170001,3-21170001,21170001,6/6/2018,3,2018,Clear Lake Beach,1.248,6.805,1.752,0.219,,0.02,0.0185,15.022,8,2610000,37100,0,0
18-4-21170001,4-21170001,21170001,6/13/2018,4,2018,Clear Lake Beach,1.768,6.011,1.569,0.448,5.09,-0.005,0.0051,14.9,8.3,2190000,33400,0,0
18-5-21170001,5-21170001,21170001,6/20/2018,5,2018,Clear Lake Beach,0.835,5.379,1.003,0.529,-0.016,0.004,0.006,14.156,8.1,5020000,40800,0,0
18-6-21170001,6-21170001,21170001,6/27/2018,6,2018,Clear Lake Beach,1.442,2.523,1.189,0.267,0.049,0.09,0.0091,14.843,9.1,1930000,4100,0,0
18-7-21170001,7-21170001,21170001,7/3/2018,7,2018,Clear Lake Beach,1.403,7.009,1.03,0.614,0.035,0.032,0.0067,13.5,8.3,3740000,28400,0,0
18-8-21170001,8-21170001,21170001,7/11/2018,8,2018,Clear Lake Beach,2.862,39.12,1.218,0.495,0.023,0.053,0.0086,4.656,,2240000,24700,0,0
18-9-21170001,9-21170001,21170001,7/18/2018,9,2018,Clear Lake Beach,0.952,6.046,1.14,0.153,-0.006,0.041,0.0005,16.323,8.14,5520000,48600,0,0
18-1-21300005,1-21300005,21300005,5/23/2018,1,2018,Crandall’s Beach,0.558,5.511,1.238,0.502,0.047,0.832,,18.797,8,782000,2230,0,0
18-10-21300005,10-21300005,21300005,7/25/2018,10,2018,Crandall’s Beach,1.885,6.988,0.208,0.169,0.889,-0.126,0.0086,18.225,8.4,3060000,31900,0,0
18-11-21300005,11-21300005,21300005,8/1/2018,11,2018,Crandall’s Beach,1.918,4.171,0.112,0.195,0.563,0.055,0.0082,5.819,8.3,6220000,59400,0,0
18-12-21300005,12-21300005,21300005,8/8/2018,12,2018,Crandall’s Beach,7.19,6.279,0.765,0.229,-0.041,0.287,0.0049,12.93,9.03,6350000,128000,0,0
18-13-21300005,13-21300005,21300005,8/15/2018,13,2018,Crandall’s Beach,2.088,5.244,1.101,0.279,-0.034,0.181,0.0083,16.764,8.5,6410000,175000,0,0
18-14-21300005,14-21300005,21300005,8/20/2018,14,2018,Crandall’s Beach,2.615,6.832,1.045,0.164,0.111,-0.04,0.0055,18.62,8.5,7360000,228000,0,0
18-15-21300005,15-21300005,21300005,8/27/2018,15,2018,Crandall’s Beach,8.505,6.709,1.069,0.12,,0.042,0.0081,17.335,8.6,9070000,32200,0,0
18-2-21300005,2-21300005,21300005,5/30/2018,2,2018,Crandall’s Beach,0.15,6.536,1.523,0.663,0.029,0.225,0.0212,18.12,8,617000,5440,0,0
18-3-21300005,3-21300005,21300005,6/6/2018,3,2018,Crandall’s Beach,0.168,5.808,1.807,0.23,NA,0.129,0.0258,18.615,8.2,4140000,10400,0,0
18-4-21300005,4-21300005,21300005,6/13/2018,4,2018,Crandall’s Beach,0.153,4.894,1.618,0.334,0.646,0.083,0.0109,19.197,8.3,130000,551,0,0
18-5-21300005,5-21300005,21300005,6/20/2018,5,2018,Crandall’s Beach,0.582,5.125,1.043,0.334,0.07,0.073,0.0107,18.388,7.96,2510000,33400,0,0
18-6-21300005,6-21300005,21300005,6/27/2018,6,2018,Crandall’s Beach,0.803,4.328,1.188,0.283,0.084,0.155,0.0185,18.263,8.55,2790000,22500,0,0
18-7-21300005,7-21300005,21300005,7/3/2018,7,2018,Crandall’s Beach,1.692,6.506,1.099,0.498,0.027,0.056,0.0114,15.749,8.4,1960000,22300,0,0
18-8-21300005,8-21300005,21300005,7/11/2018,8,2018,Crandall’s Beach,1.11,7.125,1.232,0.476,0.02,0.078,0.014,5.348,8.5,2180000,19200,0,0
18-9-21300005,9-21300005,21300005,7/18/2018,9,2018,Crandall’s Beach,0.785,5.192,0.91,0.152,-0.004,0.029,-0.0008,17.127,8.6,4140000,43700,0,0
18-1-21810001,1-21810001,21810001,5/22/2018,1,2018,Denison Beach,0.872,8.049,1.593,0.504,0.144,0.464,-0.0658,24.853,8.1,1060000,50500,0,0
18-10-21810001,10-21810001,21810001,7/24/2018,10,2018,Denison Beach,3.902,7.455,0.226,0.198,-0.057,0.112,0.0077,21.473,8.9,7270000,78100,0,0
18-11-21810001,11-21810001,21810001,7/31/2018,11,2018,Denison Beach,0.955,7.135,0.148,0.214,-0.061,-0.208,0.0085,10.622,8.97,8420000,15700,0,0
18-12-21810001,12-21810001,21810001,8/7/2018,12,2018,Denison Beach,1.015,8.397,0.75,-0.16,-0.022,-0.238,0.0014,14.778,8.9,31400000,34800,0,0
18-13-21810001,13-21810001,21810001,8/14/2018,13,2018,Denison Beach,0.38,7.162,1.148,0.307,-0.034,0.277,0.0101,19.522,8.6,12800000,27400,0,0
18-14-21810001,14-21810001,21810001,8/20/2018,14,2018,Denison Beach,0.433,7.755,1.166,0.171,0.014,0.025,0.0122,19.612,8.4,119000000,64800,0,0
18-15-21810001,15-21810001,21810001,8/27/2018,15,2018,Denison Beach,0.468,6.502,1.155,-0.146,,0.243,0.0318,17.634,8.2,22700000,10600,0,0
18-2-21810001,2-21810001,21810001,5/29/2018,2,2018,Denison Beach,10.423,7.16,1.316,0.508,0.015,0.408,0.0333,23.793,8.3,2490000,128000,0,0
18-3-21810001,3-21810001,21810001,6/5/2018,3,2018,Denison Beach,2.342,6.624,1.357,0.416,0.014,0.082,0.0119,26.558,8.8,3660000,67400,0,0
18-4-21810001,4-21810001,21810001,6/12/2018,4,2018,Denison Beach,2.775,6.036,1.142,0.533,-0.01,0.004,0.0051,25.697,8.6,6130000,242000,0,0
18-5-21810001,5-21810001,21810001,6/19/2018,5,2018,Denison Beach,1.055,5.62,1.042,0.461,-0.003,0.068,0.0099,25.232,7.99,5120000,48400,0,0
18-6-21810001,6-21810001,21810001,6/26/2018,6,2018,Denison Beach,0.685,6.617,1.182,0.363,0.068,2.018,0.1062,21.088,8.3,2240000,8990,0,0
18-7-21810001,7-21810001,21810001,7/2/2018,7,2018,Denison Beach,0.24,6.667,1.025,0.577,0.046,2.548,0.1759,14.783,8.6,2240000,12800,0,0
18-8-21810001,8-21810001,21810001,7/10/2018,8,2018,Denison Beach,1.038,6.794,1.218,0.508,0.03,1.409,0.1266,17.713,8.8,3040000,37400,0,0
18-9-21810001,9-21810001,21810001,7/17/2018,9,2018,Denison Beach,3.922,3.408,1.257,0.194,0.018,0.233,0.056,12.982,9,5200000,120000,0,0
18-1-21300004,1-21300004,21300004,5/23/2018,1,2018,Emerson Bay Beach,0.133,4.783,1.213,0.596,0.007,0.834,,14.204,8.2,1100000,665,0,0
18-10-21300004,10-21300004,21300004,7/25/2018,10,2018,Emerson Bay Beach,0.585,6.237,-0.057,0.201,-0.063,0.214,-0.0002,24.791,8.1,7380000,12600,0,0
18-11-21300004,11-21300004,21300004,8/1/2018,11,2018,Emerson Bay Beach,0.412,5.491,0.113,0.234,-0.085,0.359,-0.0035,10.982,8.5,8800000,15300,0,0
18-12-21300004,12-21300004,21300004,8/8/2018,12,2018,Emerson Bay Beach,0.75,38.06,0.782,-0.126,-0.039,-0.031,0.8927,17.42,8.07,0,0,0,0
18-13-21300004,13-21300004,21300004,8/15/2018,13,2018,Emerson Bay Beach,0.338,5.264,1.021,0.312,-0.045,0.029,0.0006,23.611,8.1,24100000,37500,0,0
18-14-21300004,14-21300004,21300004,8/20/2018,14,2018,Emerson Bay Beach,0.625,34.45,1.091,0.154,-0.009,-0.035,0.0069,24.509,8.3,9570000,37000,0,0
18-15-21300004,15-21300004,21300004,8/27/2018,15,2018,Emerson Bay Beach,0.458,5.389,1.008,0.115,,0.055,0.0073,22.614,8.2,13200000,27600,0,0
18-2-21300004,2-21300004,21300004,5/30/2018,2,2018,Emerson Bay Beach,0.225,5.807,1.261,0.337,0.011,0.001,0.0013,24.63,8.2,368000,0,0,0
18-3-21300004,3-21300004,21300004,6/6/2018,3,2018,Emerson Bay Beach,0.584,5.839,1.751,0.175,,0.005,0.0175,24.93,8.5,4140000,0,0,0
18-4-21300004,4-21300004,21300004,6/13/2018,4,2018,Emerson Bay Beach,0.242,5.244,1.463,0.313,1.021,-0.009,0.003,25.219,8.3,4140000,1310,0,0
18-5-21300004,5-21300004,21300004,6/20/2018,5,2018,Emerson Bay Beach,0.23,5.266,0.943,0.522,-0.001,0.005,0.0047,24.814,7.95,7040000,11500,0,0
18-6-21300004,6-21300004,21300004,6/27/2018,6,2018,Emerson Bay Beach,0.407,4.612,1.203,0.274,0.13,0.004,0.005,22.899,7.94,6170000,4030,0,0
18-7-21300004,7-21300004,21300004,7/3/2018,7,2018,Emerson Bay Beach,0.153,29.78,1.147,0.465,0.03,0.013,0.0034,22.678,8.3,8500000,5570,0,0
18-8-21300004,8-21300004,21300004,7/11/2018,8,2018,Emerson Bay Beach,0.248,6.476,1.302,0.4,0.129,0.127,0.0037,16.31,8.4,8160000,6290,0,0
18-9-21300004,9-21300004,21300004,7/18/2018,9,2018,Emerson Bay Beach,0.013,5.094,1.026,0.184,0.01,0.037,-0.0027,24.205,8.3,14500000,37500,0,0
18-1-21070001,1-21070001,21070001,5/22/2018,1,2018,George Wyth Beach,0.313,6.354,1.353,0.587,0.158,0.037,-0.1058,55.853,8.3,606000,8360,0,0
18-10-21070001,10-21070001,21070001,7/24/2018,10,2018,George Wyth Beach,0.55,5.024,-0.011,0.242,-0.087,0.15,-0.0005,31.158,9.3,7360000,30600,0,36500
18-11-21070001,11-21070001,21070001,7/31/2018,11,2018,George Wyth Beach,0.465,5.309,0.561,0.236,-0.083,-0.211,-0.0027,43.18,8.7,4080000,6710,0,19200
18-12-21070001,12-21070001,21070001,8/7/2018,12,2018,George Wyth Beach,0.908,4.66,0.737,-0.225,-0.029,-0.226,0.0008,41.943,8.7,7140000,31900,0,85400
18-13-21070001,13-21070001,21070001,8/14/2018,13,2018,George Wyth Beach,1.097,5.509,1.1,0.316,-0.037,0.248,0.0051,54.052,9,8700000,32300,0,154000
18-14-21070001,14-21070001,21070001,8/21/2018,14,2018,George Wyth Beach,0.65,7.456,1.117,0.162,0.043,0.025,0.0057,53.878,8.8,3550000,17500,0,30000
18-15-21070001,15-21070001,21070001,8/28/2018,15,2018,George Wyth Beach,0.515,5.558,1.243,-0.139,,0.059,0.0094,53.295,9.1,21700000,38400,0,63400
18-2-21070001,2-21070001,21070001,5/29/2018,2,2018,George Wyth Beach,0.533,5.934,1.276,0.436,0.042,0.042,0.0064,55.239,8.58,1310000,2660,0,0
18-3-21070001,3-21070001,21070001,6/5/2018,3,2018,George Wyth Beach,0.446,5.701,1.34,0.411,0.028,0.016,0.002,56.735,8.23,2190000,8600,0,0
18-4-21070001,4-21070001,21070001,6/12/2018,4,2018,George Wyth Beach,,,,,,,,,,,,,
18-5-21070001,5-21070001,21070001,6/19/2018,5,2018,George Wyth Beach,0.188,4.221,1.278,0.45,-0.015,0.034,0.0031,53.962,9,1620000,5470,0,0
18-6-21070001,6-21070001,21070001,6/26/2018,6,2018,George Wyth Beach,0.835,4.22,1.549,0.367,0.157,0.117,0.0102,52.771,7.9,6200000,27800,0,0
18-7-21070001,7-21070001,21070001,7/2/2018,7,2018,George Wyth Beach,0.338,4.796,1.175,0.419,0.032,-0.003,0.0047,52.522,8.4,2090000,9060,0,14300
18-8-21070001,8-21070001,21070001,7/10/2018,8,2018,George Wyth Beach,0.72,5.474,1.256,0.548,0.02,0.07,0.0097,52.195,8.6,1370000,5290,0,17500
