File,Label,Reference,Date,Week,Year,Location,Microcystin,DOC,TKP,TKN,NH3,Nox,NO2,Cl,pH,rRNA_16S,Microcystis,Aanabaena,Planktothrix
18-9-21070001,9-21070001,21070001,7/17/2018,9,2018,George Wyth Beach,0.08,4.439,1.845,0.216,0.039,0.005,0.0078,43.909,9.7,2890000,13900,0,14300
18-1-21880001,1-21880001,21880001,5/22/2018,1,2018,Green Valley Beach,65.57,7.545,1.399,0.613,-0.045,0.062,-0.1035,9.334,8.4,1200000,21500,0,0
18-10-21880001,10-21880001,21880001,7/24/2018,10,2018,Green Valley Beach,2.908,9.065,0.009,0.219,0.152,0.133,0.011,23.547,8.37,12800000,175000,0,0
18-11-21880001,11-21880001,21880001,7/31/2018,11,2018,Green Valley Beach,0.735,26.64,0.118,0.243,-0.073,-0.22,0,1.816,8.4,4610000,51800,0,0
18-12-21880001,12-21880001,21880001,8/7/2018,12,2018,Green Valley Beach,7.243,6.983,0.74,-0.244,-0.013,-0.18,-0.0005,6.986,8.4,3670000,75900,0,0
18-13-21880001,13-21880001,21880001,8/14/2018,13,2018,Green Valley Beach,4.688,6.388,1.115,0.253,-0.02,0.29,0.0048,9.649,9.1,7430000,183000,0,0
18-14-21880001,14-21880001,21880001,8/20/2018,14,2018,Green Valley Beach,6.922,9.226,1.118,0.139,0.041,-0.027,0.0116,10.587,8.3,8090000,331000,0,0
18-15-21880001,15-21880001,21880001,8/27/2018,15,2018,Green Valley Beach,7.142,7.02,1.039,0.171,,0.06,0.0113,9.458,8.22,19200000,258000,0,0
18-2-21880001,2-21880001,21880001,5/29/2018,2,2018,Green Valley Beach,4.12,9.509,1.282,0.439,0.009,0.024,0.0088,8.692,8.7,1010000,21300,0,0
18-3-21880001,3-21880001,21880001,6/5/2018,3,2018,Green Valley Beach,1.473,8.261,1.352,0.38,0.003,0.039,0.0051,8.979,8.2,1280000,19200,0,0
18-4-21880001,4-21880001,21880001,6/12/2018,4,2018,Green Valley Beach,1.327,9.128,1.2,0.921,0.532,0.04,0.0091,9.289,7.5,836000,4140,0,0
18-5-21880001,5-21880001,21880001,6/19/2018,5,2018,Green Valley Beach,11.41,8.241,1.003,0.605,0.134,0.145,0.0216,9.303,8.3,3880000,189000,0,0
18-6-21880001,6-21880001,21880001,6/26/2018,6,2018,Green Valley Beach,4.98,7.06,1.21,0.489,0.03,0.117,0.0202,9.246,8.4,3020000,113000,0,0
18-7-21880001,7-21880001,21880001,7/2/2018,7,2018,Green Valley Beach,30.37,8.982,1.139,0.52,1.002,0.05,0.0154,7.387,8.5,3650000,324000,0,0
18-8-21880001,8-21880001,21880001,7/10/2018,8,2018,Green Valley Beach,2.14,8.586,1.245,0.475,0.008,0.112,0.0135,10.232,8.4,3070000,125000,0,0
18-9-21880001,9-21880001,21880001,7/17/2018,9,2018,Green Valley Beach,2.477,8.547,1.247,0.166,0.005,0.016,0.0097,8.53,8.7,4860000,129000,0,0
18-1-21300001,1-21300001,21300001,5/23/2018,1,2018,Gull Point Beach,0.157,1.28,1.202,0.535,0.166,13.414,,24.748,8.2,576000,0,0,0
18-10-21300001,10-21300001,21300001,7/25/2018,10,2018,Gull Point Beach,0.51,6.182,0.242,0.264,1.389,-0.305,-0.0005,23.665,8.2,8670000,53800,0,0
18-11-21300001,11-21300001,21300001,8/1/2018,11,2018,Gull Point Beach,0.565,6.17,0.19,0.155,0.915,-0.023,-0.0038,10.399,8.5,12900000,75200,0,0
18-12-21300001,12-21300001,21300001,8/8/2018,12,2018,Gull Point Beach,0.637,5.727,0.741,-0.151,-0.042,-0.036,-0.0039,16.616,8.07,14500000,90200,0,0
18-13-21300001,13-21300001,21300001,8/15/2018,13,2018,Gull Point Beach,0.538,5.883,1.063,0.289,-0.038,0.019,0,23.632,8.1,22500000,72600,0,0
18-14-21300001,14-21300001,21300001,8/20/2018,14,2018,Gull Point Beach,0.335,6.068,1.062,0.147,0.201,-0.019,0.0048,24.504,8.3,12800000,52000,0,0
18-15-21300001,15-21300001,21300001,8/27/2018,15,2018,Gull Point Beach,0.392,5.326,1.067,0.042,,0.036,0.0035,23.446,8.3,10600000,51200,0,0
18-2-21300001,2-21300001,21300001,5/30/2018,2,2018,Gull Point Beach,0.262,5.491,1.276,0.341,0.015,-0.004,0.0035,23.716,8.1,565000,0,0,0
18-3-21300001,3-21300001,21300001,6/6/2018,3,2018,Gull Point Beach,0.183,5.654,1.785,0.181,,0.02,0.0189,24.689,8.3,4670000,5470,0,0
18-4-21300001,4-21300001,21300001,6/13/2018,4,2018,Gull Point Beach,0.322,4.15,1.387,0.34,0.502,-0.005,0.0038,24.535,8.2,5290000,2190,0,0
18-5-21300001,5-21300001,21300001,6/20/2018,5,2018,Gull Point Beach,0.108,5.472,1.048,0.494,0.011,-0.002,0.0039,23.722,7.78,4280000,0,0,0
18-6-21300001,6-21300001,21300001,6/27/2018,6,2018,Gull Point Beach,0.298,4.358,1.101,0.288,0.052,0.013,0.0061,24.081,8.24,5940000,12800,0,0
18-7-21300001,7-21300001,21300001,7/3/2018,7,2018,Gull Point Beach,0.007,5.656,1.104,0.325,0.031,0.044,0.0046,23.419,8.4,6430000,11800,0,0
18-8-21300001,8-21300001,21300001,7/11/2018,8,2018,Gull Point Beach,0.165,7.213,1.317,0.502,0.015,0.034,0.0067,11.124,7.8,7000000,19600,0,0
18-9-21300001,9-21300001,21300001,7/18/2018,9,2018,Gull Point Beach,0.52,5.052,1.043,0.231,0.004,0.058,0,22.699,8.5,8430000,81100,0,0
18-1-21040001,1-21040001,21040001,5/23/2018,1,2018,Honey Creek Resort Beach,0.6,4.954,1.25,0.49,0.016,0.008,,9.778,8.3,1580000,1800,0,0
18-10-21040001,10-21040001,21040001,7/25/2018,10,2018,Honey Creek Resort Beach,0.415,6.45,-0.013,0.179,-0.056,0.693,0.0042,9.907,8,11900000,30600,0,0
18-11-21040001,11-21040001,21040001,8/1/2018,11,2018,Honey Creek Resort Beach,0.26,5.78,0.125,0.188,-0.061,-0.003,0,2.776,8.85,8340000,11900,0,0
18-12-21040001,12-21040001,21040001,8/8/2018,12,2018,Honey Creek Resort Beach,0.425,5.613,0.704,0.062,-0.037,-0.021,0.7323,7.742,8.88,23700000,29200,0,0
18-13-21040001,13-21040001,21040001,8/15/2018,13,2018,Honey Creek Resort Beach,0.433,24.65,1.12,0.277,-0.039,0.009,0.0024,10.756,8.72,8550000,10700,0,0
18-14-21040001,14-21040001,21040001,8/22/2018,14,2018,Honey Creek Resort Beach,0.425,6.267,1.201,0.118,0.03,0.205,0.0051,11.874,8.11,8900000,25200,0,0
18-15-21040001,15-21040001,21040001,8/29/2018,15,2018,Honey Creek Resort Beach,0.488,24.92,1.016,0.049,,0.057,0.0141,11.127,8.4,10700000,31900,0,0
18-2-21040001,2-21040001,21040001,5/30/2018,2,2018,Honey Creek Resort Beach,0.49,5.862,1.278,0.361,0.01,0.011,0.0079,10.357,8.3,894000,397,0,0
18-3-21040001,3-21040001,21040001,6/6/2018,3,2018,Honey Creek Resort Beach,0.255,5.876,1.746,0.198,,0.043,0.0289,9.947,8.13,1110000,2780,0,0
18-4-21040001,4-21040001,21040001,6/13/2018,4,2018,Honey Creek Resort Beach,0.207,5.119,1.802,0.369,7.306,0.048,0.036,10.869,8.9,2100,0,0,0
18-5-21040001,5-21040001,21040001,6/20/2018,5,2018,Honey Creek Resort Beach,0.39,4.93,0.985,0.582,0.015,0.062,0.0214,10.128,8.2,7220000,5860,0,0
18-6-21040001,6-21040001,21040001,6/27/2018,6,2018,Honey Creek Resort Beach,0.587,4.696,1.133,0.285,0.131,-0.007,0.0088,10.039,8.3,9920000,10900,0,0
18-7-21040001,7-21040001,21040001,7/3/2018,7,2018,Honey Creek Resort Beach,0.22,5.328,1.075,0.509,0.036,0.019,0.0066,9.008,8.38,6370000,14000,0,0
18-8-21040001,8-21040001,21040001,7/11/2018,8,2018,Honey Creek Resort Beach,0.047,5.611,1.321,0.441,0.03,0.043,0.0094,-2.433,8.14,7090000,7330,0,0
18-9-21040001,9-21040001,21040001,7/18/2018,9,2018,Honey Creek Resort Beach,0.538,5.153,1.073,0.159,-0.002,0.042,0.0048,10.386,8.5,13700000,81100,0,0
18-1-21890001,1-21890001,21890001,5/23/2018,1,2018,Lacey-Keosauqua Beach,0.297,7.8,1.229,0.476,-0.012,1.912,,2.559,8.8,369000,0,0,0
18-10-21890001,10-21890001,21890001,7/25/2018,10,2018,Lacey-Keosauqua Beach,0.355,7.854,-0.014,-0.002,0.955,-0.165,-0.0011,2.701,9.03,6040000,0,0,0
18-11-21890001,11-21890001,21890001,8/1/2018,11,2018,Lacey-Keosauqua Beach,0.138,7.407,0.16,0.203,0.083,-0.03,-0.0019,-2.15,8.4,17400000,22300,0,0
18-12-21890001,12-21890001,21890001,8/8/2018,12,2018,Lacey-Keosauqua Beach,0.938,6.783,0.776,-0.181,-0.042,-0.033,-0.0064,1.623,8.4,10600000,14000,0,0
18-13-21890001,13-21890001,21890001,8/15/2018,13,2018,Lacey-Keosauqua Beach,0.29,6.614,1.039,0.208,0.6,0.015,0.0014,2.8,8.4,11900000,11100,0,0
18-14-21890001,14-21890001,21890001,8/20/2018,14,2018,Lacey-Keosauqua Beach,0.675,7.656,1.015,0.156,0.25,0.015,0.0097,4.062,8.3,0,0,0,0
18-15-21890001,15-21890001,21890001,8/27/2018,15,2018,Lacey-Keosauqua Beach,0.93,9.133,1.086,-0.001,,0.091,0.02,25.09,8.2,5820000,0,0,0
18-2-21890001,2-21890001,21890001,5/30/2018,2,2018,Lacey-Keosauqua Beach,0.345,10.58,1.292,0.432,0.017,0,0.0041,2.436,8.34,855000,0,0,0
18-3-21890001,3-21890001,21890001,6/6/2018,3,2018,Lacey-Keosauqua Beach,0.373,7.602,1.796,0.189,,0.069,0.0191,5.56,8.04,4520000,2910,0,0
18-4-21890001,4-21890001,21890001,6/13/2018,4,2018,Lacey-Keosauqua Beach,0.157,6.713,1.64,0.294,0.784,0,0.0022,2.473,7.71,0,0,0,0
18-5-21890001,5-21890001,21890001,6/20/2018,5,2018,Lacey-Keosauqua Beach,0.92,6.541,0.996,0.384,-0.02,0.025,0.0031,2.64,8.8,7300000,3230,0,0
18-6-21890001,6-21890001,21890001,6/27/2018,6,2018,Lacey-Keosauqua Beach,0.663,6.232,1.129,0.34,0.135,-0.002,0.0027,2.478,7.8,3540000,2350,0,0
18-7-21890001,7-21890001,21890001,7/3/2018,7,2018,Lacey-Keosauqua Beach,0.063,6.987,1.129,0.574,0.082,0.044,0.0088,18.012,8.1,2990000,2050,0,0
18-8-21890001,8-21890001,21890001,7/11/2018,8,2018,Lacey-Keosauqua Beach,0.315,7.697,1.24,0.461,0.024,0.034,0.003,-14.168,8.3,7410000,0,0,0
18-9-21890001,9-21890001,21890001,7/18/2018,9,2018,Lacey-Keosauqua Beach,0.498,6.5,0.933,0.125,0.083,0.078,-0.0015,2.229,8,7920000,0,0,0
18-1-21910001,1-21910001,21910001,5/23/2018,1,2018,Lake Ahquabi Beach,0.213,4.836,1.347,0.455,0.002,0.185,-0.0446,10.035,8.3,519000,0,0,0
18-10-21910001,10-21910001,21910001,7/25/2018,10,2018,Lake Ahquabi Beach,0.692,27.98,0.094,-0.037,1.41,-0.206,0.0035,12.436,8.6,5010000,0,0,0
18-11-21910001,11-21910001,21910001,8/1/2018,11,2018,Lake Ahquabi Beach,0.102,23.43,0.11,0.169,-0.061,-0.023,0.0015,1.971,9.06,9520000,5540,0,0
18-12-21910001,12-21910001,21910001,8/8/2018,12,2018,Lake Ahquabi Beach,0.798,7.485,0.756,0.037,-0.037,0.016,0.0012,6.696,9.15,7660000,0,0,0
18-13-21910001,13-21910001,21910001,8/15/2018,13,2018,Lake Ahquabi Beach,0.317,24.8,1.055,0.169,0.572,0.01,0.0047,11.042,8.62,6470000,0,0,0
18-14-21910001,14-21910001,21910001,8/22/2018,14,2018,Lake Ahquabi Beach,0.752,29.78,1.165,0.097,0.546,0.181,0.0145,12.764,7.9,9690,0,0,0
18-15-21910001,15-21910001,21910001,8/29/2018,15,2018,Lake Ahquabi Beach,0.52,25.2,1.043,-0.013,,0.085,0.0169,11.387,7.79,7650000,0,0,0
18-2-21910001,2-21910001,21910001,5/30/2018,2,2018,Lake Ahquabi Beach,0.248,6.424,1.387,0.411,0.028,0.007,0.0045,9.218,8.7,813000,512,0,0
18-3-21910001,3-21910001,21910001,6/6/2018,3,2018,Lake Ahquabi Beach,0.252,6.83,1.794,0.277,,0.031,0.0204,11.588,8.3,2020000,771,0,0
18-4-21910001,4-21910001,21910001,6/13/2018,4,2018,Lake Ahquabi Beach,0.303,6.495,1.518,0.477,0.691,0.012,0.0079,10.571,9,0,0,0,0
18-5-21910001,5-21910001,21910001,6/20/2018,5,2018,Lake Ahquabi Beach,0.305,6.869,1.071,0.376,0.004,0.021,0.0094,10.269,8.5,1610000,749,0,0
18-6-21910001,6-21910001,21910001,6/27/2018,6,2018,Lake Ahquabi Beach,0.72,6.377,1.225,0.408,0.201,0.002,0.0088,10.092,8.2,1760000,310,0,0
18-7-21910001,7-21910001,21910001,7/3/2018,7,2018,Lake Ahquabi Beach,0.275,7.652,1.062,0.514,0.078,0.028,0.0074,9.147,8.72,1510000,805,0,0
18-8-21910001,8-21910001,21910001,7/11/2018,8,2018,Lake Ahquabi Beach,0.212,8.194,1.264,0.437,0.02,0.033,0.0084,-0.834,8.01,5580000,0,0,0
18-9-21910001,9-21910001,21910001,7/18/2018,9,2018,Lake Ahquabi Beach,0.465,6.881,0.877,0.172,0.022,0.081,0.0025,10.308,8.7,5390000,4900,0,0
18-1-21150001,1-21150001,21150001,5/22/2018,1,2018,Lake Anita Beach,0.343,5.874,1.31,0.519,0.006,0.019,-0.1063,11.131,,654000,645,0,0
18-10-21150001,10-21150001,21150001,7/24/2018,10,2018,Lake Anita Beach,2.852,5.914,0.006,0.194,-0.021,0.123,0.0031,15.35,8.31,1500000,26700,0,15400
18-11-21150001,11-21150001,21150001,7/31/2018,11,2018,Lake Anita Beach,3.122,5.574,0.273,0.308,-0.076,-0.227,-0.0039,3.86,8.2,2950000,72000,0,25200
18-12-21150001,12-21150001,21150001,8/7/2018,12,2018,Lake Anita Beach,2.39,5.402,0.75,-0.181,-0.016,-0.249,-0.0025,7.828,8.4,7650000,77300,0,82700
18-13-21150001,13-21150001,21150001,8/14/2018,13,2018,Lake Anita Beach,1.305,5.407,1.106,0.269,0.013,0.269,0.0013,10.408,9,5520000,32200,0,76900
18-14-21150001,14-21150001,21150001,8/20/2018,14,2018,Lake Anita Beach,0.34,5.747,1.064,0.16,0.035,0.031,0.0072,10.614,8.03,13200000,14300,0,39400
18-15-21150001,15-21150001,21150001,8/27/2018,15,2018,Lake Anita Beach,0.473,5.673,1.008,0.198,,0.068,0.0122,10.009,7.7,17400000,16800,0,18000
18-2-21150001,2-21150001,21150001,5/29/2018,2,2018,Lake Anita Beach,0.627,5.712,1.249,0.388,0.017,0.038,0.0031,14.105,8.3,1490000,6300,0,0
18-3-21150001,3-21150001,21150001,6/5/2018,3,2018,Lake Anita Beach,0.343,5.4,1.355,0.415,0.003,0.017,0,10.747,8.1,1610000,2630,0,0
18-4-21150001,4-21150001,21150001,6/12/2018,4,2018,Lake Anita Beach,0.455,4.994,1.144,0.492,-0.002,0.011,0.003,10.47,8.4,1440000,3110,0,0
18-5-21150001,5-21150001,21150001,6/19/2018,5,2018,Lake Anita Beach,0.84,4.653,0.957,0.489,0,0.028,0.007,10.437,8.2,1770000,5240,0,0
18-6-21150001,6-21150001,21150001,6/26/2018,6,2018,Lake Anita Beach,1.26,4.413,1.261,0.374,0.205,0.064,0.043,19.205,8.9,5540000,1150,0,0
18-7-21150001,7-21150001,21150001,7/2/2018,7,2018,Lake Anita Beach,2.13,5.423,3.778,0.477,0.028,0.031,0.0048,8.448,8.4,2620000,15300,0,49000
18-8-21150001,8-21150001,21150001,7/10/2018,8,2018,Lake Anita Beach,0.68,5.943,1.194,0.447,0.045,0.088,0.0111,10.095,8.5,2580000,33300,0,0
18-9-21150001,9-21150001,21150001,7/17/2018,9,2018,Lake Anita Beach,1.205,4.899,1.713,0.179,0.028,0.582,0.0054,7.547,8.14,3600000,68600,0,22200
18-1-21920001,1-21920001,21920001,5/23/2018,1,2018,Lake Darling Beach,1.385,8.256,1.16,0.474,0,1.821,,20.408,8.6,2100000,32300,0,0
18-10-21920001,10-21920001,21920001,7/25/2018,10,2018,Lake Darling Beach,5.142,10.99,0.332,0.132,0.804,-0.142,0.0159,21.336,9.75,33700000,247000,0,0
18-11-21920001,11-21920001,21920001,8/1/2018,11,2018,Lake Darling Beach,2.37,6.706,0.131,0.266,0.254,-0.036,0.0083,8.526,9.2,25900000,81500,0,0
18-12-21920001,12-21920001,21920001,8/8/2018,12,2018,Lake Darling Beach,0.947,7.543,0.824,0.176,-0.03,-0.025,0.0119,13.395,8.9,29100000,32000,0,0
18-13-21920001,13-21920001,21920001,8/15/2018,13,2018,Lake Darling Beach,0.473,7.612,1.15,0.174,0.455,0.064,0.0191,21.529,9.2,37800000,32800,0,0
18-14-21920001,14-21920001,21920001,8/20/2018,14,2018,Lake Darling Beach,0.567,9.291,1.087,-0.122,0.745,-0.074,0.0146,22.461,7.4,50700000,4820,0,0
18-15-21920001,15-21920001,21920001,8/27/2018,15,2018,Lake Darling Beach,0.715,9.129,1.145,-0.126,,0.052,0.0195,21.284,8.6,6750000,0,0,0
18-2-21920001,2-21920001,21920001,5/30/2018,2,2018,Lake Darling Beach,3.118,8.579,1.364,0.509,0.01,1.702,0.0832,19.477,8.85,4540000,110000,0,0
18-3-21920001,3-21920001,21920001,6/6/2018,3,2018,Lake Darling Beach,1.651,7.89,1.816,0.226,,1.621,0.0976,20.424,8.6,8340000,115000,0,0
18-4-21920001,4-21920001,21920001,6/13/2018,4,2018,Lake Darling Beach,5.195,6.845,1.685,0.415,0.759,1.306,0.0746,20.806,8.31,2510000,47500,0,0
18-5-21920001,5-21920001,21920001,6/20/2018,5,2018,Lake Darling Beach,1.24,6.517,0.989,0.528,-0.01,0.665,0.0609,19.821,9,1760000,24100,0,0
18-6-21920001,6-21920001,21920001,6/27/2018,6,2018,Lake Darling Beach,0.715,6.129,1.408,0.419,0.215,0.484,0.056,19.285,8.5,2390000,20700,0,0
18-7-21920001,7-21920001,21920001,7/3/2018,7,2018,Lake Darling Beach,0.245,7.835,1.178,0.501,0.162,0.042,0.0084,18.667,9.2,1650000,4690,0,0
18-8-21920001,8-21920001,21920001,7/11/2018,8,2018,Lake Darling Beach,0.278,9.023,1.17,0.442,0.024,0.042,0.0123,12.149,9.3,1810000,5030,0,0
18-9-21920001,9-21920001,21920001,7/18/2018,9,2018,Lake Darling Beach,0.683,8.128,0.881,0.182,0.034,0.086,0.0105,20.391,8.54,11200000,47400,0,0
18-1-21620001,1-21620001,21620001,5/23/2018,1,2018,Lake Keomah Beach,0.602,6.336,1.188,0.53,0.021,0.162,,20.218,8.8,2010000,2560,0,0
18-10-21620001,10-21620001,21620001,7/25/2018,10,2018,Lake Keomah Beach,0.805,10.79,0.198,0.076,0.74,-0.177,0.0118,19.351,10.1,4950000,21100,0,0
18-11-21620001,11-21620001,21620001,8/1/2018,11,2018,Lake Keomah Beach,1.523,6.87,0.163,0.25,0.836,-0.022,0.0064,8.029,9,11100000,58700,0,0
18-12-21620001,12-21620001,21620001,8/8/2018,12,2018,Lake Keomah Beach,1.77,10.3,0.687,-0.135,-0.031,-0.01,0.0065,13.011,9.6,11700000,66900,0,0
18-13-21620001,13-21620001,21620001,8/15/2018,13,2018,Lake Keomah Beach,1.082,10.71,1.143,0.199,0.39,0.026,0.0184,20.8,9.9,5400000,25800,0,0
18-14-21620001,14-21620001,21620001,8/20/2018,14,2018,Lake Keomah Beach,0.855,11.055,1.031,0.145,0.379,-0.057,0.0175,22.26,9,1080000,5160,0,0
18-15-21620001,15-21620001,21620001,8/27/2018,15,2018,Lake Keomah Beach,0.9,9.395,1.141,0.031,,0.045,0.0215,20.874,8.9,7270000,0,0,0
18-2-21620001,2-21620001,21620001,5/30/2018,2,2018,Lake Keomah Beach,0.405,7.387,1.393,0.423,0.016,0.047,0.015,19.618,9.11,2660000,2800,0,0
18-3-21620001,3-21620001,21620001,6/6/2018,3,2018,Lake Keomah Beach,0.042,7.272,1.845,0.201,,0.067,0.0252,27.141,8.67,14100000,23900,0,0
18-4-21620001,4-21620001,21620001,6/13/2018,4,2018,Lake Keomah Beach,0.347,6.349,1.354,0.423,0.621,0.004,0.0028,20.992,8.63,3100000,3480,0,0
18-5-21620001,5-21620001,21620001,6/20/2018,5,2018,Lake Keomah Beach,0.582,5.988,0.988,0.441,-0.011,0.024,0.0046,19.214,9.1,5890000,21200,0,0
18-6-21620001,6-21620001,21620001,6/27/2018,6,2018,Lake Keomah Beach,1.043,5.542,1.197,0.436,0.067,0.005,0.0061,19.376,9.1,1560000,4920,0,0
18-7-21620001,7-21620001,21620001,7/3/2018,7,2018,Lake Keomah Beach,0.287,7.525,1.103,0.478,0.03,0.037,0.0034,2.157,9.1,1190000,3730,0,0
18-8-21620001,8-21620001,21620001,7/11/2018,8,2018,Lake Keomah Beach,0.282,7.79,1.248,0.544,0.023,0.041,0.0079,12.11,9.1,4030000,6060,0,0
18-9-21620001,9-21620001,21620001,7/18/2018,9,2018,Lake Keomah Beach,0.25,7.764,0.873,0.146,0.03,0.073,0.0081,19.73,8.47,6780000,11800,0,0
18-1-21520001,1-21520001,21520001,5/22/2018,1,2018,Lake Macbride Beach,0.4,6.327,1.526,0.572,0.161,0.288,-0.0825,33.663,8.8,219000,0,0,0
18-10-21520001,10-21520001,21520001,7/24/2018,10,2018,Lake Macbride Beach,0.61,5.115,0.02,0.133,0.006,0.12,0.0013,33.843,8.03,2420000,0,0,0
18-11-21520001,11-21520001,21520001,7/31/2018,11,2018,Lake Macbride Beach,0.157,4.044,0.215,0.265,-0.066,-0.206,-0.0015,19.01,8.8,11200000,2420,0,0
18-12-21520001,12-21520001,21520001,8/7/2018,12,2018,Lake Macbride Beach,0.572,4.182,0.672,-0.205,0.03,-0.241,0.001,23.776,8.8,10200000,0,0,0
18-13-21520001,13-21520001,21520001,8/14/2018,13,2018,Lake Macbride Beach,0.57,4.52,1.094,0.27,-0.034,0.255,0.0023,30.833,8.4,15800000,0,0,0
18-14-21520001,14-21520001,21520001,8/21/2018,14,2018,Lake Macbride Beach,0.493,5.022,1.048,0.157,0.51,0.027,0.0034,32.156,8.75,8580000,0,0,0
18-15-21520001,15-21520001,21520001,8/28/2018,15,2018,Lake Macbride Beach,0.575,4.512,0.959,0.114,,0.026,0.0075,31.345,8.7,0,0,0,0
18-2-21520001,2-21520001,21520001,5/29/2018,2,2018,Lake Macbride Beach,0.613,6.472,1.275,0.465,0.012,0.229,0.0357,31.903,9.15,624000,7160,0,0
18-3-21520001,3-21520001,21520001,6/5/2018,3,2018,Lake Macbride Beach,1.848,6.075,1.334,0.317,0.012,0.165,0.0214,34.062,8.76,1350000,30100,0,0
18-4-21520001,4-21520001,21520001,6/12/2018,4,2018,Lake Macbride Beach,13.64,5.833,1.118,0.633,0.006,0.047,0.0096,33.007,8.38,5100000,206000,0,0
18-5-21520001,5-21520001,21520001,6/19/2018,5,2018,Lake Macbride Beach,1.297,4.754,1.007,0.367,-0.008,0.051,0.0042,32.391,9,0,0,0,0
18-6-21520001,6-21520001,21520001,6/26/2018,6,2018,Lake Macbride Beach,0.768,4.01,1.155,0.434,0.083,0.085,0.0028,2.627,8.8,6200000,15200,0,0
18-7-21520001,7-21520001,21520001,7/2/2018,7,2018,Lake Macbride Beach,0,4.618,1.093,0.537,0.22,0.008,0.0074,30.536,8.8,3630000,1470,0,0
18-8-21520001,8-21520001,21520001,7/10/2018,8,2018,Lake Macbride Beach,0,5.177,1.23,0.461,0.047,0.097,0.0092,31.66,8.9,4600000,481,0,0
18-9-21520001,9-21520001,21520001,7/17/2018,9,2018,Lake Macbride Beach,0.243,4.038,1.478,0.127,0.045,0.027,0.0078,26.129,7.05,1360000,0,0,0
18-1-21780001,1-21780001,21780001,5/22/2018,1,2018,Lake Manawa Beach,0.317,5.831,1.267,0.615,0.189,0.198,-0.0892,29.93,8.2,878000,994,0,0
18-10-21780001,10-21780001,21780001,7/24/2018,10,2018,Lake Manawa Beach,0.995,5.273,0.093,0.158,-0.047,0.162,0.0073,30.389,7.9,16500000,16800,0,0
18-11-21780001,11-21780001,21780001,7/31/2018,11,2018,Lake Manawa Beach,0.6,4.451,0.123,0.221,-0.069,-0.159,0.0065,18.451,8.79,9520000,10500,0,0
18-12-21780001,12-21780001,21780001,8/7/2018,12,2018,Lake Manawa Beach,0.993,4.156,0.763,-0.236,-0.011,-0.218,0.007,23.116,8.79,17400000,23900,0,0
18-13-21780001,13-21780001,21780001,8/14/2018,13,2018,Lake Manawa Beach,1.203,4.123,1.228,0.23,-0.035,0.277,0.0113,29.574,8.76,4590000,22900,0,0
18-14-21780001,14-21780001,21780001,8/21/2018,14,2018,Lake Manawa Beach,1.34,4.398,1.139,0.131,0.418,0.104,0.0162,29.269,8.25,14800000,64900,0,0
18-15-21780001,15-21780001,21780001,8/28/2018,15,2018,Lake Manawa Beach,1.757,4.581,1.055,0.135,,0.053,0.0164,28.526,8.77,11300000,71300,0,0
18-2-21780001,2-21780001,21780001,5/29/2018,2,2018,Lake Manawa Beach,0.233,5.269,1.256,0.41,0.018,0.328,0.0209,28.272,8.2,1530000,2210,0,0
18-3-21780001,3-21780001,21780001,6/5/2018,3,2018,Lake Manawa Beach,0.361,4.078,1.275,0.35,0.05,0.135,0.0093,31.434,7.3,2660000,4390,0,0
18-4-21780001,4-21780001,21780001,6/12/2018,4,2018,Lake Manawa Beach,0.438,3.699,1.191,0.509,0.061,0.019,0.007,29.309,8.7,5930000,19600,0,0
18-5-21780001,5-21780001,21780001,6/19/2018,5,2018,Lake Manawa Beach,0.475,3.387,1.01,0.531,-0.015,0.076,0.0115,28.133,7.7,5830000,17300,0,0
18-6-21780001,6-21780001,21780001,6/26/2018,6,2018,Lake Manawa Beach,0.83,3.202,1.114,0.205,0.042,0.081,0.0118,27.543,8.2,5570000,29100,0,0
18-7-21780001,7-21780001,21780001,7/2/2018,7,2018,Lake Manawa Beach,0,3.874,1.123,0.5,0.071,0.043,0.0113,26.708,8.18,7320000,26400,0,0
18-8-21780001,8-21780001,21780001,7/10/2018,8,2018,Lake Manawa Beach,0.01,4.514,1.273,0.432,0.009,0.151,0.0198,28.931,7.81,8010000,16800,0,0
18-9-21780001,9-21780001,21780001,7/17/2018,9,2018,Lake Manawa Beach,0.353,6.731,1.372,0.183,0.013,0.06,0.0108,23.382,7.9,7970000,8470,0,0
18-1-21870001,1-21870001,21870001,5/22/2018,1,2018,Lake of Three Fires Beach,0.418,10.25,1.351,0.59,0.094,0.07,0.0123,8.078,8.4,529000,1150,0,0
18-10-21870001,10-21870001,21870001,7/24/2018,10,2018,Lake of Three Fires Beach,1.612,11.38,0.012,0.232,0.09,0.128,0.0062,15.435,8.3,4310000,9780,0,0
18-11-21870001,11-21870001,21870001,7/31/2018,11,2018,Lake of Three Fires Beach,0.345,9.965,0.116,0.252,-0.079,-0.232,-0.0013,1.6,8.7,5450000,13400,0,0
18-12-21870001,12-21870001,21870001,8/7/2018,12,2018,Lake of Three Fires Beach,1.325,10.19,0.732,-0.232,-0.022,-0.239,0.003,6.343,9.1,14900000,0,0,0
18-13-21870001,13-21870001,21870001,8/14/2018,13,2018,Lake of Three Fires Beach,0.803,10.27,1.064,0.305,0.044,0.282,0.0086,8.212,8.97,8900000,8710,0,0
